"ID","NAMES","intermediaires_AsTheCrowFlies_ACC_0.01"
"91223","Etampes",14975.4813434022
"91225","Etiolles",4119.75674933231
"91226","Etrechy",10676.2720979131
"91228","Evry",3369.26916786368
"91232","La Ferte-Alais",10123.9593613176
"91235","Fleury-Merogis",3381.21326455569
"91240","Fontaine-la-Riviere",18224.8164404259
"91243","Fontenay-les-Briis",7183.34697478433
"91244","Fontenay-le-Vicomte",6701.60526370263
"91247","La Foret-le-Roi",14196.8819575413
"91248","La Foret-Sainte-Croix",15916.9643648928
"91249","Forges-les-Bains",9116.27369298559
"91272","Gif-sur-Yvette",6018.96942533937
"91273","Gironville-sur-Essonne",16469.9440861106
"91274","Gometz-la-Ville",7178.20887134741
"91275","Gometz-le-Chatel",6153.04876042354
"91284","Les Granges-le-Roi",14392.8311581862
"91286","Grigny",2921.69464767883
"91292","Guibeville",6133.89538081719
"91293","Guigneville-sur-Essonne",10880.0140219422
"91294","Guillerval",19312.8726160113
"91312","Igny",3615.7636826341
"91315","Itteville",8334.09727596306
"91318","Janville-sur-Juine",9423.3970431073
"91319","Janvry",6549.32109530848
"91326","Juvisy-sur-Orge",2779.61772379133
"91330","Lardy",8046.65269576989
"91332","Leudeville",5854.11874719661
"91333","Leuville-sur-Orge",4477.45654784465
"91338","Limours",8435.85464990951
"91339","Linas",4729.84996153255
"91340","Lisses",4309.84936472755
"91345","Longjumeau",3128.65812140009
"91347","Longpont-sur-Orge",3654.42614247141
"91359","Maisse",14783.4021040379
"91363","Marcoussis",5494.50029595202
"91374","Marolles-en-Beauce",17199.8579295579
"91376","Marolles-en-Hurepoix",6092.6882337288
"91377","Massy",2964.61953068767
"91378","Mauchamps",8999.76226149945
"91386","Mennecy",5974.39452007072
"91390","Mereville",22700.4047007951
"91393","Merobert",18389.2156754364
"91399","Mespuits",17355.4759739122
"91405","Milly-la-Foret",13787.9639838695
"91408","Moigny-sur-Ecole",12211.6178008373
"91411","Les Molieres",7924.42849925086
"91412","Mondeville",9345.52230442711
"91414","Monnerville",21482.005772357
"91421","Montgeron",3327.53785841475
"91425","Montlhery",4072.84110386712
"91432","Morangis",2927.27126081382
"91433","Morigny-Champigny",12841.3545590543
"91434","Morsang-sur-Orge",2703.52583228671
"91435","Morsang-sur-Seine",5119.0463475547
"91441","Nainville-les-Roches",8327.16911477655
"91457","La Norville",5611.46384776084
"91458","Nozay",4631.21903848539
"91461","Ollainville",5814.98664339484
"91463","Oncy-sur-Ecole",15112.6053022371
"91468","Ormoy",5212.93048286024
"91469","Ormoy-la-Riviere",15680.6943227454
"91471","Orsay",4794.66064002867
"91473","Orveau",11807.1879019485
"91477","Palaiseau",3707.45512322935
"91479","Paray-Vieille-Poste",3152.42347561264
"91482","Pecqueuse",9361.30684733472
"91494","Le Plessis-Pate",4302.85150497841
"91495","Plessis-Saint-Benoist",16715.1363632337
"91507","Prunay-sur-Essonne",17351.071743629
"91508","Puiselet-le-Marais",14857.0509993775
"91511","Pussay",22379.9777736593
"91514","Quincy-sous-Senart",4463.26946462241
"91519","Richarville",15803.3265368825
"91521","Ris-Orangis",3177.88646673287
"91525","Roinville",12674.5441002218
"91526","Roinvilliers",18407.604190047
"91533","Saclas",19207.405694278
"91534","Saclay",5156.63165924497
"91538","Saint-Aubin",5592.5622964106
"91540","Saint-Cheron",9966.4349171217
"91544","Saint-Cyr-la-Riviere",19345.3176129958
"91546","Saint-Cyr-sous-Dourdan",11635.6768470966
"91547","Saint-Escobille",19150.3469243243
"91549","Sainte-Genevieve-des-Bois",3001.90617940829
"91552","Saint-Germain-les-Arpajon",5067.02248361514
"91553","Saint-Germain-les-Corbeil",4223.12634821181
"91556","Saint-Hilaire",14818.9861452306
"91560","Saint-Jean-de-Beauregard",5708.86554840899
"91568","Saint-Maurice-Montcouronne",9133.15594174927
"91570","Saint-Michel-sur-Orge",3332.33645121513
"91573","Saint-Pierre-du-Perray",4651.23492072092
"91577","Saintry-sur-Seine",4564.49764612207
"91578","Saint-Sulpice-de-Favieres",9011.13078019227
"91579","Saint-Vrain",7440.84972579732
"91581","Saint-Yon",7868.98387018856
"91587","Saulx-les-Chartreux",3703.3117507837
"91589","Savigny-sur-Orge",2652.09674680021
"91593","Sermaise",11259.6856365006
"91599","Soisy-sur-Ecole",9776.20608510776
"91600","Soisy-sur-Seine",3830.56594061558
"91602","Souzy-la-Briche",9999.39371741836
"91613","Congerville-Thionville",20474.4626780204
"91617","Tigery",4667.70166324404
"91619","Torfou",8179.25399471785
"91629","Valpuiseaux",15137.5202477367
"91630","Le Val-Saint-Germain",10497.7345675215
"91631","Varennes-Jarcy",4885.38420964014
"91634","Vaugrigneuse",8945.31914669593
"91635","Vauhallan",4371.80336855616
"91639","Vayres-sur-Essonne",12770.361639751
"91645","Verrieres-le-Buisson",2949.99217063857
"91648","Vert-le-Grand",5419.63878767091
"91649","Vert-le-Petit",6565.3567377191
"91654","Videlles",10537.7487060718
"91657","Vigneux-sur-Seine",3145.90602441716
"91659","Villabe",4576.76494183727
"91661","Villebon-sur-Yvette",3914.44610179583
"91662","Villeconin",11253.2851005122
"91665","La Ville-du-Bois",3972.11518794946
"91666","Villejust",4504.02750854108
"91667","Villemoisson-sur-Orge",2781.2070275135
"91671","Villeneuve-sur-Auvers",11004.5517207644
"91679","Villiers-le-Bacle",5565.36521567288
"91685","Villiers-sur-Orge",3303.68229767407
"91687","Viry-Chatillon",2665.17717466287
"91689","Wissous",3049.27333426622
"91691","Yerres",3146.14792760389
"91692","Les Ulis",5166.08638879045
"92002","Antony",2541.73838474858
"92004","Asnieres-sur-Seine",354.906738503106
"92007","Bagneux",897.843174814853
"92009","Bois-Colombes",726.960713687639
"92012","Boulogne-Billancourt",107.142581741156
"92014","Bourg-la-Reine",1587.6696181501
"92019","Chatenay-Malabry",2533.71882508781
"92020","Chatillon",850.841939138691
"92022","Chaville",2747.91604070025
"92023","Clamart",1303.64083188189
"92024","Clichy",381.706732328737
"92025","Colombes",588.790535923872
"92026","Courbevoie",244.625432882349
"92032","Fontenay-aux-Roses",1308.04219694409
"92033","Garches",2641.9278105441
"92035","La Garenne-Colombes",799.551108906388
"92036","Gennevilliers",1663.85663196263
"92040","Issy-les-Moulineaux",474.996346500621
"92044","Levallois-Perret",348.490175924916
"92046","Malakoff",570.165895818531
"92047","Marnes-la-Coquette",2954.29067012909
"92048","Meudon",2098.26762506952
"92049","Montrouge",457.463182535326
"92050","Nanterre",1182.84566620579
"92051","Neuilly-sur-Seine",676.121095180668
"92060","Le Plessis-Robinson",1868.98263682282
"92062","Puteaux",849.229163514924
"92063","Rueil-Malmaison",2222.60238345255
"92064","Saint-Cloud",2050.06756717271
"92071","Sceaux",1743.25773379313
"92072","Sevres",2086.89701625426
"92073","Suresnes",1490.55865926372
"92075","Vanves",586.526907526066
"92076","Vaucresson",2899.54549263587
"92077","Ville-d'Avray",2888.61902035
"92078","Villeneuve-la-Garenne",1937.87933120475
"93001","Aubervilliers",950.868122318884
"93005","Aulnay-sous-Bois",2636.50575565389
"93006","Bagnolet",539.676787073175
"93007","Le Blanc-Mesnil",2466.69092719866
"93008","Bobigny",1780.0764717367
"93010","Bondy",2109.37937899374
"93013","Le Bourget",2565.1620127348
"93014","Clichy-sous-Bois",2549.45232920127
"93015","Coubron",3119.02113241993
"93027","La Courneuve",2560.00064445007
"93029","Drancy",2097.7637342441
"93030","Dugny",2850.68731425501
"93031","Epinay-sur-Seine",2170.49630923027
"93032","Gagny",2516.83727176148
"93033","Gournay-sur-Marne",2668.71980171607
"93039","L'Ile-Saint-Denis",2098.13727670944
"93045","Les Lilas",648.264624120471
"93046","Livry-Gargan",2540.43211549441
"93047","Montfermeil",2712.10752685248
"93048","Montreuil",268.423143682074
"93049","Neuilly-Plaisance",1883.02573371599
"93050","Neuilly-sur-Marne",2526.35522940111
"93051","Noisy-le-Grand",2155.7932292043
"93053","Noisy-le-Sec",1636.65208502945
"93055","Pantin",718.153074333407
"93057","Les Pavillons-sous-Bois",2374.00626411943
"93059","Pierrefitte-sur-Seine",2636.04808824609
"93061","Le Pre-Saint-Gervais",551.284241764431
"93062","Le Raincy",2068.3571435706
"93063","Romainville",1137.33672730078
"93064","Rosny-sous-Bois",1482.27936431516
"93066","Saint-Denis",1398.31094879158
"93070","Saint-Ouen",629.234562525504
"93071","Sevran",2543.47699618463
"93072","Stains",2734.28975257239
"93073","Tremblay-en-France",4102.71215456008
"93074","Vaujours",3406.74338701117
"93077","Villemomble",1869.48595132714
"93078","Villepinte",3026.63429803397
"93079","Villetaneuse",2367.91620854626
"94001","Ablon-sur-Seine",3047.40823394495
"94002","Alfortville",1008.66382203874
"94003","Arcueil",816.316856411224
"94004","Boissy-Saint-Leger",3393.35855171297
"94011","Bonneuil-sur-Marne",2687.34901495111
"94015","Bry-sur-Marne",1780.0350444071
"94016","Cachan",1141.56097144555
"94017","Champigny-sur-Marne",1309.57321799932
"94018","Charenton-le-Pont",745.490741978454
"94019","Chennevieres-sur-Marne",2756.24620770606
"94021","Chevilly-Larue",2313.36393210093
"94022","Choisy-le-Roi",2509.47413805773
"94028","Creteil",991.715594509654
"94033","Fontenay-sous-Bois",973.53863262866
"94034","Fresnes",2401.28737311337
"94037","Gentilly",693.125079299148
"94038","L'Hay-les-Roses",1668.74352689059
"94041","Ivry-sur-Seine",683.217530819845
"94042","Joinville-le-Pont",1954.788157614
"94043","Le Kremlin-Bicetre",738.16392874487
"94044","Limeil-Brevannes",3090.83662830556
"94046","Maisons-Alfort",927.464989276138
"94047","Mandres-les-Roses",4277.18903739977
"94048","Marolles-en-Brie",4172.07765221157
"94052","Nogent-sur-Marne",1592.29842105393
"94053","Noiseau",3300.23182943594
"94054","Orly",2814.17883268636
"94055","Ormesson-sur-Marne",2955.44484162647
"94056","Perigny",4719.3496582579
"94058","Le Perreux-sur-Marne",1628.59534185283
"94059","Le Plessis-Trevise",3027.94410472525
"94060","La Queue-en-Brie",3604.00716043194
"94065","Rungis",2777.87534782788
"94067","Saint-Mande",615.53426472728
"94068","Saint-Maur-des-Fosses",1494.9655172269
"94069","Saint-Maurice",1073.10093122495
"94070","Santeny",4872.3457499298
"94071","Sucy-en-Brie",3207.56339217593
"94073","Thiais",2538.2477614547
"94074","Valenton",2861.18760318207
"94075","Villecresnes",3793.42559152079
"94076","Villejuif",1023.24913727552
"94077","Villeneuve-le-Roi",2983.34448561491
"94078","Villeneuve-Saint-Georges",2974.30977884785
"94079","Villiers-sur-Marne",1816.70196022957
"94080","Vincennes",516.939842683748
"94081","Vitry-sur-Seine",920.372126326096
"95002","Ableiges",7553.01663111728
"95008","Aincourt",10845.0743076784
"95011","Ambleville",16958.1057106175
"95012","Amenucourt",15360.8970686299
"95014","Andilly",3124.55744006145
"95018","Argenteuil",1265.20011274589
"95019","Arnouville",3278.45652831778
"95023","Arronville",11534.8777670694
"95024","Arthies",11800.0579128913
"95026","Asnieres-sur-Oise",10057.7852612825
"95028","Attainville",5849.22015825699
"95039","Auvers-sur-Oise",5652.86698704379
"95040","Avernes",10398.7780722857
"95042","Baillet-en-France",5514.29555085835
"95046","Banthelu",13253.2326178009
"95051","Beauchamp",3389.50148164805
"95052","Beaumont-sur-Oise",9137.40419403931
"95054","Le Bellay-en-Vexin",13456.1293479926
"95055","Bellefontaine",8311.98962798283
"95056","Belloy-en-France",7576.50858191145
"95058","Bernes-sur-Oise",10774.0241571138
"95059","Berville",13215.3148861399
"95060","Bessancourt",3980.79451949595
"95061","Bethemont-la-Foret",5087.79026286385
"95063","Bezons",1875.18205300484
"95074","Boisemont",4122.32579943558
"95078","Boissy-l'Aillerie",5867.52519127489
"95088","Bonneuil-en-France",3187.32117284059
"95091","Bouffemont",4686.63074314483
"95094","Bouqueval",4880.21676798365
"95101","Bray-et-Lu",17109.2952846729
"95102","Breancon",10746.5410176139
"95110","Brignancourt",11517.7017063848
"95116","Bruyeres-sur-Oise",10675.1669600415
"95119","Buhy",19507.5769933994
"95120","Butry-sur-Oise",5949.4482225934
"95127","Cergy",3102.03265861207
"95134","Champagne-sur-Oise",9066.52969344726
"95139","La Chapelle-en-Vexin",18376.313980478
"95141","Charmont",14335.3087834228
"95142","Chars",12965.6552965682
"95144","Chatenay-en-France",7019.4367248086
"95149","Chaumontel",10059.8341179277
"95150","Chaussy",14273.1820628692
"95151","Chauvry",5124.37836323011
"95154","Chennevieres-les-Louvres",7098.97378089927
"95157","Cherence",13249.0234459509
"95166","Clery-en-Vexin",13055.322660074
"95169","Commeny",11955.6870511126
"95170","Condecourt",6468.7952567782
"95176","Cormeilles-en-Parisis",2846.08562620163
"95177","Cormeilles-en-Vexin",8248.24863650526
"95181","Courcelles-sur-Viosne",6127.76662055297
"95183","Courdimanche",4608.81393742671
"95197","Deuil-la-Barre",2190.21973918801
"95199","Domont",4055.206383198
"95203","Eaubonne",2573.64979309274
"95205","Ecouen",4375.15380408507
"95210","Enghien-les-Bains",2200.23526790302
"95211","Ennery",5255.32293380292
"95212","Epiais-les-Louvres",6562.50295022584
"95213","Epiais-Rhus",8343.96525223537
"95214","Epinay-Champlatreux",7680.6247342506
"95218","Eragny",3425.20894042649
"95219","Ermont",2472.26887743906
"95229","Ezanville",5010.26804919845
"95241","Fontenay-en-Parisis",6122.04053268683
"95250","Fosses",9162.32581324599
"95252","Franconville",2657.23926218742
"95253","Fremainville",9356.71785624275
"95254","Fremecourt",9456.9182087013
"95256","Frepillon",4668.19487558899
"95257","La Frette-sur-Seine",3114.23042666816
"95258","Frouville",10288.4289876055
"95259","Gadancourt",11038.3472934004
"95268","Garges-les-Gonesse",2952.69768755837
"95270","Genainville",13633.8923063317
"95271","Genicourt",6360.92793737526
"95277","Gonesse",3859.83166200976
"95280","Goussainville",5425.31182423251
"95282","Gouzangrez",10778.1348106712
"95287","Grisy-les-Platres",9248.86879460509
"95288","Groslay",2679.36835835818
"95295","Guiry-en-Vexin",12016.732782336
"95298","Haravilliers",12486.582385434
"95301","Haute-Isle",13131.5407057609
"95303","Le Heaulme",12416.9907092479
"95304","Hedouville",10264.5977640846
"95306","Herblay",3560.24065678263
"95308","Herouville",6925.26632783829
"95309","Hodent",15167.0999539795
"95313","L'Isle-Adam",7224.3295843034
"95316","Jagny-sous-Bois",7607.83084184914
"95323","Jouy-le-Moutier",3596.78781298789
"95328","Labbeville",8694.26178753501
"95331","Lassy",8087.67187588526
"95341","Livilliers",6608.94061104278
"95348","Longuesse",7776.08532086589
"95351","Louvres",6491.32085853788
"95352","Luzarches",9197.95180966261
"95353","Maffliers",6572.40264619339
"95355","Magny-en-Vexin",15338.1112872929
"95365","Mareil-en-France",6790.04075350476
"95369","Margency",2865.21837456152
"95370","Marines",11279.5372154244
"95371","Marly-la-Ville",8292.86907613607
"95379","Maudetour-en-Vexin",12905.8102211378
"95387","Menouville",10207.5646880166
"95388","Menucourt",5134.77657827812
"95392","Meriel",5751.46352655374
"95394","Mery-sur-Oise",4760.34285186369
"95395","Le Mesnil-Aubry",5837.46985424085
"95409","Moisselles",5182.95835159977
"95422","Montgeroult",6940.4984888298
"95424","Montigny-les-Cormeilles",3041.0791313216
"95426","Montlignon",3280.68264749226
"95427","Montmagny",2541.83176752959
"95428","Montmorency",2718.57028298141
"95429","Montreuil-sur-Epte",18451.6287626649
"95430","Montsoult",6008.26101493307
"95436","Mours",8339.82040357171
"95438","Moussy",12016.2260675756
"95445","Nerville-la-Foret",6567.0446194807
"95446","Nesles-la-Vallee",8153.88804556498
"95447","Neuilly-en-Vexin",13148.5054009874
"95450","Neuville-sur-Oise",3298.31513101358
"95452","Nointel",8394.76706331759
"95456","Noisy-sur-Oise",9013.78483162541
"95459","Nucourt",14534.0768947165
"95462","Omerville",15845.902963867
"95476","Osny",4331.39788531204
"95480","Parmain",7963.40940457189
"95483","Le Perchay",10503.2017576816
"95487","Persan",9735.3297411422
"95488","Pierrelaye",3694.27272738126
"95489","Piscop",3557.90761040347
"95491","Le Plessis-Bouchard",2759.4715369055
"95492","Le Plessis-Gassot",5263.42480837762
"95493","Le Plessis-Luzarches",8292.25558980242
"95500","Pontoise",3632.30881526387
"95504","Presles",7641.92714964663
"95509","Puiseux-en-France",7549.31762929759
"95510","Puiseux-Pontoise",4993.67313076068
"95523","La Roche-Guyon",14305.2565733574
"95527","Roissy-en-France",5243.7888310155
"95529","Ronquerolles",10734.1615068767
"95535","Sagy",6067.86582362209
"95539","Saint-Brice-sous-Foret",3125.7846716841
"95541","Saint-Clair-sur-Epte",20864.1823535308
"95543","Saint-Cyr-en-Arthies",10308.1461005815
"95554","Saint-Gervais",16667.3984085139
"95555","Saint-Gratien",2405.10881826327
"95563","Saint-Leu-la-Foret",3272.23976959229
"95566","Saint-Martin-du-Tertre",7694.74207841039
"95572","Saint-Ouen-l'Aumone",3885.98556557354
"95574","Saint-Prix",3445.82616790367
"95580","Saint-Witz",9123.55884661296
"95582","Sannois",1984.41218336361
"95584","Santeuil",10599.2124890353
"95585","Sarcelles",2949.2437201372
"95592","Seraincourt",8204.01556689701
"95594","Seugy",9070.99070035537
"95598","Soisy-sous-Montmorency",2554.95659615146
"95604","Survilliers",10235.2704782197
"95607","Taverny",3466.31491608401
"95610","Themericourt",9654.95344143711
"95611","Theuville",10707.6461154554
"95612","Le Thillay",4809.69133880103
"95625","Us",9042.31656207978
"95627","Vallangoujard",8836.69017061574
"95628","Valmondois",6573.40374370041
"95633","Vaudherland",4804.40336647397
"95637","Vaureal",3419.71594805799
"95641","Vemars",8182.5425188466
"95651","Vetheuil",10863.2099323666
"95652","Viarmes",8877.30525682784
"95656","Vienne-en-Arthies",10933.1878005009
"95658","Vigny",8471.31088193806
"95660","Villaines-sous-Bois",6567.94506792035
"95675","Villeron",7765.08479906133
"95676","Villers-en-Arthies",12080.7098506161
"95678","Villiers-Adam",5593.5680199887
"95680","Villiers-le-Bel",3756.04921968102
"95682","Villiers-le-Sec",6766.63529413938
"95690","Wy-dit-Joli-Village",11453.4402571929
