"ID","NAMES","intermediaires_AsTheCrowFlies_POT_5000"
"75101","Paris 1er Arrondissement",242390.43058398
"75102","Paris 2e  Arrondissement",242999.99743276
"75103","Paris 3e  Arrondissement",245158.19305286
"75104","Paris 4e  Arrondissement",244327.99690885
"75105","Paris 5e  Arrondissement",234354.00096891
"75106","Paris 6e  Arrondissement",232959.14354868
"75107","Paris 7e  Arrondissement",221873.59401502
"75108","Paris 8e  Arrondissement",221005.43210665
"75109","Paris 9e  Arrondissement",232658.50547822
"75110","Paris 10e  Arrondissement",234407.65624675
"75111","Paris 11e  Arrondissement",237271.02312965
"75112","Paris 12e  Arrondissement",177446.11286527
"75113","Paris 13e  Arrondissement",206690.52138488
"75114","Paris 14e  Arrondissement",198055.01608453
"75115","Paris 15e  Arrondissement",185114.94617921
"75116","Paris 16e  Arrondissement",159502.26068738
"75117","Paris 17e  Arrondissement",199329.61380371
"75118","Paris 18e  Arrondissement",207894.21481575
"75119","Paris 19e  Arrondissement",206614.27971788
"75120","Paris 20e  Arrondissement",217335.86915945
"77001","Acheres-la-Foret",790.33223382
"77002","Amillis",534.22169265
"77003","Amponville",519.62177823
"77004","Andrezel",1717.95841768
"77005","Annet-sur-Marne",8010.16676341
"77006","Arbonne-la-Foret",747.330724
"77007","Argentieres",1940.7731845
"77008","Armentieres-en-Brie",2034.73390665
"77009","Arville",200.86660181
"77010","Aubepierre-Ozouer-le-Repos",1428.94684831
"77011","Aufferville",362.65105001
"77012","Augers-en-Brie",197.3207152
"77013","Aulnoy",2405.13407958
"77014","Avon",5245.49772515
"77015","Baby",162.30446631
"77016","Bagneaux-sur-Loing",1709.85208184
"77018","Bailly-Romainvilliers",7839.52426892
"77019","Balloy",411.3275647
"77020","Bannost-Villegagnon",392.35752042
"77021","Barbey",1085.06304652
"77022","Barbizon",1416.63317189
"77023","Barcy",2834.20098243
"77024","Bassevelle",442.34917867
"77025","Bazoches-les-Bray",468.15786202
"77026","Beauchery-Saint-Martin",226.26186933
"77027","Beaumont-du-Gatinais",101.63138253
"77028","Beautheil",1452.03572026
"77029","Beauvoir",1976.18712135
"77030","Bellot",578.51154057
"77031","Bernay-Vilbert",1352.22652147
"77032","Beton-Bazoches",302.51769644
"77033","Bezalles",290.26386628
"77034","Blandy",1179.82297256
"77035","Blennes",275.83830159
"77036","Boisdon",322.28556879
"77037","Bois-le-Roi",4025.64163914
"77038","Boissettes",12360.7750722
"77039","Boissise-la-Bertrand",12266.23486482
"77040","Boissise-le-Roi",7047.64702572
"77041","Boissy-aux-Cailles",489.08602881
"77042","Boissy-le-Chatel",2460.39046222
"77043","Boitron",699.41347242
"77044","Bombon",1298.62468407
"77045","Bougligny",763.5923949
"77046","Boulancourt",211.73520181
"77047","Bouleurs",4089.24300352
"77048","Bourron-Marlotte",1377.65633534
"77049","Boutigny",5722.10238146
"77050","Bransles",259.11771362
"77051","Bray-sur-Seine",607.28946384
"77052","Breau",1234.04362533
"77053","Brie-Comte-Robert",8624.81083592
"77054","La Brosse-Montceaux",950.1742352
"77055","Brou-sur-Chantereine",24536.3445134
"77056","Burcy",230.15149277
"77057","Bussieres",839.91628117
"77058","Bussy-Saint-Georges",14474.62967635
"77059","Bussy-Saint-Martin",21968.22726284
"77060","Buthiers",296.47328087
"77061","Cannes-Ecluse",2301.70077505
"77062","Carnetin",11886.02097711
"77063","La Celle-sur-Morin",2066.40213114
"77065","Cely",1571.71003299
"77066","Cerneux",192.47900776
"77067","Cesson",14036.02985459
"77068","Cessoy-en-Montois",660.22129819
"77069","Chailly-en-Biere",3019.46322853
"77070","Chailly-en-Brie",2266.69633968
"77071","Chaintreaux",652.30189294
"77072","Chalautre-la-Grande",176.68238723
"77073","Chalautre-la-Petite",1407.67788047
"77075","Chalifert",10136.02350267
"77076","Chalmaison",952.93886417
"77077","Chambry",5667.30305132
"77078","Chamigny",1665.47800543
"77079","Champagne-sur-Seine",4878.97864075
"77080","Champcenest",215.40948157
"77081","Champdeuil",1619.29656385
"77082","Champeaux",1365.95992511
"77083","Champs-sur-Marne",44864.50943151
"77084","Changis-sur-Marne",1893.13076871
"77085","Chanteloup-en-Brie",15848.60228571
"77086","La Chapelle-Gauthier",1148.92383331
"77087","La Chapelle-Iger",810.60441123
"77088","La Chapelle-la-Reine",789.33406177
"77089","La Chapelle-Rablais",709.0902622
"77090","La Chapelle-Saint-Sulpice",582.64142685
"77091","Les Chapelles-Bourbon",2017.11578632
"77093","La Chapelle-Moutils",362.80037972
"77094","Charmentray",2991.70822151
"77095","Charny",2180.68041477
"77096","Chartrettes",5255.38941409
"77097","Chartronges",580.61703542
"77098","Chateaubleau",430.72979426
"77099","Chateau-Landon",546.31269022
"77100","Le Chatelet-en-Brie",1730.96969102
"77101","Chatenay-sur-Seine",642.5020602
"77102","Chatenoy",929.02665462
"77103","Chatillon-la-Borde",1300.16617179
"77104","Chatres",2438.5960689
"77106","Chauffry",1470.94152431
"77107","Chaumes-en-Brie",2182.11953684
"77108","Chelles",39520.44672395
"77109","Chenoise",334.30783514
"77110","Chenou",434.03661359
"77111","Chessy",13104.62645024
"77112","Chevrainvilliers",747.23917594
"77113","Chevru",470.00590002
"77114","Chevry-Cossigny",5822.69003089
"77115","Chevry-en-Sereine",472.71460573
"77116","Choisy-en-Brie",665.13726501
"77117","Citry",615.43601558
"77118","Claye-Souilly",8399.89865762
"77119","Clos-Fontaine",850.55638429
"77120","Cocherel",881.32270565
"77121","Collegien",20537.51203269
"77122","Combs-la-Ville",13254.82739891
"77123","Compans",5978.96776462
"77124","Conches-sur-Gondoire",17545.29150774
"77125","Conde-Sainte-Libiaire",7662.75034176
"77126","Congis-sur-Therouanne",1961.0067761
"77127","Coubert",2555.46544035
"77128","Couilly-Pont-aux-Dames",6650.24220461
"77129","Coulombs-en-Valois",407.37506575
"77130","Coulommes",3607.65628656
"77131","Coulommiers",3210.86935691
"77132","Coupvray",10286.22385839
"77133","Courcelles-en-Bassee",1132.33601571
"77134","Courchamp",220.39560432
"77135","Courpalay",981.65084227
"77136","Courquetaine",2284.73686027
"77137","Courtacon",209.1402399
"77138","Courtomer",1666.65356468
"77139","Courtry",29024.93242079
"77140","Coutencon",636.19461335
"77141","Coutevroult",6691.46189111
"77142","Crecy-la-Chapelle",2490.37862618
"77143","Cregy-les-Meaux",8062.94740701
"77144","Crevecoeur-en-Brie",1179.8839051
"77145","Crisenoy",1502.42841444
"77146","Croissy-Beaubourg",23158.46223401
"77147","La Croix-en-Brie",545.68481661
"77148","Crouy-sur-Ourcq",490.82170405
"77149","Cucharmoy",402.50018061
"77150","Cuisy",2114.08630578
"77151","Dagny",444.05629948
"77152","Dammarie-les-Lys",11418.05052337
"77153","Dammartin-en-Goele",4296.17567941
"77154","Dammartin-sur-Tigeaux",1943.63748569
"77155","Dampmart",11386.31670383
"77156","Darvault",2277.14041747
"77157","Dhuisy",421.57870515
"77158","Diant",487.23792971
"77159","Donnemarie-Dontilly",667.88807147
"77161","Dormelles",930.09455459
"77162","Doue",1246.05189982
"77163","Douy-la-Ramee",873.47823093
"77164","Echouboulains",685.95450733
"77165","Les Ecrennes",1073.88523423
"77166","Ecuelles",2982.48609047
"77167","Egligny",592.37154094
"77168","Egreville",373.76307065
"77169","Emerainville",36222.12413626
"77170","Episy",1986.62045207
"77171","Esbly",7932.39708503
"77172","Esmans",1774.12979111
"77173","Etrepilly",1011.49986831
"77174","Everly",726.31178081
"77175","Evry-Gregy-sur-Yerre",6591.60377353
"77176","Faremoutiers",1975.35236065
"77177","Favieres",4090.98995231
"77178","Fay-les-Nemours",1474.86858331
"77179","Fericy",2522.85582884
"77180","Ferolles-Attilly",8934.49073015
"77181","Ferrieres-en-Brie",14672.66170488
"77182","La Ferte-Gaucher",804.50988129
"77183","La Ferte-sous-Jouarre",2115.79551475
"77184","Flagy",875.31813693
"77185","Fleury-en-Biere",1266.04621025
"77186","Fontainebleau",3405.85189158
"77187","Fontaine-Fourches",113.4301762
"77188","Fontaine-le-Port",2836.79181616
"77190","Fontains",1056.07926023
"77191","Fontenailles",963.10809433
"77192","Fontenay-Tresigny",1904.87862538
"77193","Forfry",1671.27097024
"77194","Forges",2015.8808474
"77195","Fouju",1326.58352959
"77196","Fresnes-sur-Marne",4186.07566012
"77197","Fretoy",402.48760766
"77198","Fromont",272.42583111
"77199","Fublaines",7549.39600109
"77200","Garentreville",329.97190222
"77201","Gastins",586.26998877
"77202","La Genevraye",1606.93759458
"77203","Germigny-l'Eveque",4873.06474447
"77204","Germigny-sous-Coulombs",279.0615993
"77205","Gesvres-le-Chapitre",1920.18312618
"77206","Giremoutiers",1814.30939139
"77207","Gironville",150.41067934
"77208","Gouaix",671.36760873
"77209","Gouvernes",20019.67961451
"77210","La Grande-Paroisse",2520.08131165
"77211","Grandpuits-Bailly-Carrois",1231.28209041
"77212","Gravon",437.64779171
"77214","Gressy",7916.59590514
"77215","Gretz-Armainvilliers",5932.85963689
"77216","Grez-sur-Loing",1814.11187456
"77217","Grisy-Suisnes",3796.86281959
"77218","Grisy-sur-Seine",424.00258008
"77219","Guerard",2166.56291802
"77220","Guercheville",426.82059816
"77221","Guermantes",18126.77147112
"77222","Guignes",1974.21739072
"77223","Gurcy-le-Chatel",696.16403846
"77224","Hautefeuille",1454.27586004
"77225","La Haute-Maison",996.80790555
"77226","Hericy",3978.6069964
"77227","Herme",462.48807605
"77228","Hondevilliers",406.34513875
"77229","La Houssaye-en-Brie",1382.17677707
"77230","Ichy",209.71151293
"77231","Isles-les-Meldeuses",1859.63560183
"77232","Isles-les-Villenoy",7156.82275557
"77233","Iverny",2066.44533154
"77234","Jablines",7439.10398878
"77235","Jaignes",1549.61560149
"77236","Jaulnes",534.09439983
"77237","Jossigny",11083.01469049
"77238","Jouarre",1468.76535919
"77239","Jouy-le-Chatel",419.07257916
"77240","Jouy-sur-Morin",878.02614459
"77241","Juilly",3100.98524945
"77242","Jutigny",904.19658041
"77243","Lagny-sur-Marne",16922.60569928
"77244","Larchant",902.39931055
"77245","Laval-en-Brie",828.03569031
"77246","Lechelle",451.07846764
"77247","Lescherolles",472.35289908
"77248","Lesches",6530.08377317
"77249","Lesigny",13914.53208892
"77250","Leudon-en-Brie",352.10747354
"77251","Lieusaint",15282.89647412
"77252","Limoges-Fourches",3262.10155186
"77253","Lissy",1885.60825853
"77254","Liverdy-en-Brie",2455.49524007
"77255","Livry-sur-Seine",8926.88971933
"77256","Lizines",651.72483413
"77257","Lizy-sur-Ourcq",1214.04677956
"77258","Lognes",30558.51606737
"77259","Longperrier",4471.44370457
"77260","Longueville",1151.93611926
"77261","Lorrez-le-Bocage-Preaux",501.62121076
"77262","Louan-Villegruis-Fontaine",95.25754477
"77263","Luisetaines",647.77305705
"77264","Lumigny-Nesles-Ormeaux",1075.32657085
"77265","Luzancy",1464.49852553
"77266","Machault",2267.66667565
"77267","La Madeleine-sur-Loing",1195.97925612
"77268","Magny-le-Hongre",9582.35843592
"77269","Maincy",8069.04435193
"77270","Maisoncelles-en-Brie",1617.84895359
"77271","Maisoncelles-en-Gatinais",333.56906173
"77272","Maison-Rouge",491.01632427
"77273","Marchemoret",3027.18078045
"77274","Marcilly",1446.7940792
"77275","Les Marets",182.47000987
"77276","Mareuil-les-Meaux",8843.89953559
"77277","Marles-en-Brie",1532.47911246
"77278","Marolles-en-Brie",1150.49860425
"77279","Marolles-sur-Seine",1737.96373813
"77280","Mary-sur-Marne",1380.68392412
"77281","Mauperthuis",2013.30783003
"77282","Mauregard",5263.35484614
"77283","May-en-Multien",721.32844258
"77284","Meaux",9571.27078286
"77285","Le Mee-sur-Seine",14412.74180481
"77286","Meigneux",651.11963829
"77287","Meilleray",194.09851322
"77288","Melun",13562.95502774
"77289","Melz-sur-Seine",246.91556415
"77290","Mery-sur-Marne",1124.99615204
"77291","Le Mesnil-Amelot",5984.89057829
"77292","Messy",4409.24709387
"77293","Misy-sur-Yonne",475.38821942
"77294","Mitry-Mory",12411.48732061
"77295","Moisenay",3156.50549881
"77296","Moissy-Cramayel",11433.275057
"77297","Mondreville",150.70638028
"77298","Mons-en-Montois",667.94796076
"77299","Montarlot",2294.41374588
"77300","Montceaux-les-Meaux",2764.05790135
"77301","Montceaux-les-Provins",115.02369374
"77302","Montcourt-Fromonville",2173.30035743
"77303","Montdauphin",144.70574033
"77304","Montenils",39.31971559
"77305","Montereau-Fault-Yonne",2740.70385581
"77306","Montereau-sur-le-Jard",5271.76137066
"77307","Montevrain",14822.91710374
"77308","Montge-en-Goele",2717.66484024
"77309","Monthyon",2615.41014004
"77310","Montigny-le-Guesdier",392.44214764
"77311","Montigny-Lencoup",782.77110669
"77312","Montigny-sur-Loing",1942.97298596
"77313","Montmachoux",878.8486691
"77314","Montolivet",122.65605665
"77315","Montry",8629.82481736
"77316","Moret-sur-Loing",3551.90125197
"77317","Mormant",1437.5271579
"77318","Mortcerf",1346.87061911
"77319","Mortery",1051.88909776
"77320","Mouroux",3019.44149685
"77321","Mousseaux-les-Bray",505.28165871
"77322","Moussy-le-Neuf",3859.61502108
"77323","Moussy-le-Vieux",4134.30084392
"77325","Mouy-sur-Seine",675.68094462
"77326","Nandy",13959.97322969
"77327","Nangis",1215.36839566
"77328","Nanteau-sur-Essonne",374.93530844
"77329","Nanteau-sur-Lunain",693.79019755
"77330","Nanteuil-les-Meaux",9063.10578341
"77331","Nanteuil-sur-Marne",765.83813648
"77332","Nantouillet",2892.99608253
"77333","Nemours",2336.68112956
"77335","Chauconin-Neufmontiers",5531.61357382
"77336","Neufmoutiers-en-Brie",1775.06450005
"77337","Noisiel",35641.2342272
"77338","Noisy-Rudignon",1500.59127013
"77339","Noisy-sur-Ecole",1081.89848401
"77340","Nonville",1360.61844287
"77341","Noyen-sur-Seine",332.61660496
"77342","Obsonville",303.13583416
"77343","Ocquerre",1045.51634775
"77344","Oissery",1957.82327764
"77345","Orly-sur-Morin",945.28052211
"77347","Les Ormes-sur-Voulzie",718.62043422
"77348","Ormesson",1642.46515047
"77349","Othis",3679.50173898
"77350","Ozoir-la-Ferriere",10854.24607719
"77352","Ozouer-le-Voulgis",2189.87867337
"77353","Paley",554.69701564
"77354","Pamfou",1226.11480794
"77355","Paroy",767.38787717
"77356","Passy-sur-Seine",269.54283595
"77357","Pecy",404.6160581
"77358","Penchard",5659.85612872
"77359","Perthes",2731.38313041
"77360","Pezarches",1166.26378471
"77361","Pierre-Levee",875.65440655
"77363","Le Pin",21549.62356459
"77364","Le Plessis-aux-Bois",1885.40463299
"77365","Le Plessis-Feu-Aussoux",682.42122237
"77366","Le Plessis-l'Eveque",2044.0619491
"77367","Le Plessis-Placy",944.47058743
"77368","Poigny",1795.95101954
"77369","Poincy",8358.20567369
"77370","Poligny",1447.17928168
"77371","Pommeuse",2667.18845257
"77372","Pomponne",18513.38304308
"77373","Pontault-Combault",23909.44555719
"77374","Pontcarre",11793.81579919
"77376","Precy-sur-Marne",4519.69358177
"77377","Presles-en-Brie",3526.54523389
"77378","Pringy",6276.53382919
"77379","Provins",1672.73209428
"77380","Puisieux",524.35036319
"77381","Quiers",954.1190038
"77382","Quincy-Voisins",6768.59012836
"77383","Rampillon",796.42697622
"77384","Reau",9502.27139329
"77385","Rebais",853.25585333
"77386","Recloses",943.18491324
"77387","Remauville",600.20869098
"77388","Reuil-en-Brie",2001.71480991
"77389","La Rochette",10716.33310547
"77390","Roissy-en-Brie",17009.59530615
"77391","Rouilly",1255.33409704
"77392","Rouvres",3644.29237077
"77393","Rozay-en-Brie",1035.87515167
"77394","Rubelles",9854.2029678
"77395","Rumont",323.96342651
"77396","Rupereux",198.86941441
"77397","Saacy-sur-Marne",1100.37274344
"77398","Sablonnieres",608.57504582
"77399","Saint-Ange-le-Viel",674.22358851
"77400","Saint-Augustin",2753.56103313
"77401","Sainte-Aulde",922.23279538
"77402","Saint-Barthelemy",457.92695566
"77403","Saint-Brice",1300.46970774
"77404","Sainte-Colombe",1643.81914253
"77405","Saint-Cyr-sur-Morin",1541.02797187
"77406","Saint-Denis-les-Rebais",1105.38612189
"77407","Saint-Fargeau-Ponthierry",7446.83024715
"77408","Saint-Fiacre",5077.49773036
"77409","Saint-Germain-Laval",2231.42423345
"77410","Saint-Germain-Laxis",3881.3652679
"77411","Saint-Germain-sous-Doue",1826.27106454
"77412","Saint-Germain-sur-Ecole",1978.73812906
"77413","Saint-Germain-sur-Morin",7998.76374088
"77414","Saint-Hilliers",337.78834628
"77415","Saint-Jean-les-Deux-Jumeaux",1608.3646674
"77416","Saint-Just-en-Brie",364.03394086
"77417","Saint-Leger",775.90098919
"77418","Saint-Loup-de-Naud",1117.49244438
"77419","Saint-Mammes",4368.39057807
"77420","Saint-Mard",3772.48767624
"77421","Saint-Mars-Vieux-Maisons",363.75426253
"77423","Saint-Martin-des-Champs",708.64703734
"77424","Saint-Martin-du-Boschet",117.2192634
"77425","Saint-Martin-en-Biere",987.48266524
"77426","Saint-Mery",1232.81965683
"77427","Saint-Mesmes",2730.69152037
"77428","Saint-Ouen-en-Brie",1273.61876433
"77429","Saint-Ouen-sur-Morin",1162.65836868
"77430","Saint-Pathus",2085.18381791
"77431","Saint-Pierre-les-Nemours",2164.4443282
"77432","Saint-Remy-la-Vanne",927.21387169
"77433","Saints",1790.18202592
"77434","Saint-Sauveur-les-Bray",641.91085791
"77435","Saint-Sauveur-sur-Ecole",3923.15211275
"77436","Saint-Simeon",1201.11675118
"77437","Saint-Soupplets",2262.66484836
"77438","Saint-Thibault-des-Vignes",22009.00490223
"77439","Salins",1262.94505895
"77440","Sammeron",1859.58819154
"77441","Samois-sur-Seine",3867.87519541
"77442","Samoreau",5366.11427176
"77443","Sancy",1861.37570206
"77444","Sancy-les-Provins",175.41984019
"77445","Savigny-le-Temple",13359.36837579
"77446","Savins",872.98051839
"77447","Seine-Port",11112.58461211
"77448","Sept-Sorts",2119.13964608
"77449","Serris",10715.08951447
"77450","Servon",11775.4187431
"77451","Signy-Signets",1342.21816322
"77452","Sigy",671.83789996
"77453","Sivry-Courtry",3331.4206463
"77454","Sognolles-en-Montois",650.78343166
"77455","Soignolles-en-Brie",1961.46805663
"77456","Soisy-Bouy",1134.57225778
"77457","Solers",2073.98964439
"77458","Souppes-sur-Loing",926.91095761
"77459","Sourdun",750.52818693
"77460","Tancrou",1235.29499914
"77461","Thenisy",745.8812337
"77462","Thieux",4200.11002098
"77463","Thomery",5538.82685257
"77464","Thorigny-sur-Marne",13301.94041675
"77465","Thoury-Ferottes",764.43791973
"77466","Tigeaux",2601.26589499
"77467","La Tombe",608.48461169
"77468","Torcy",26694.00414763
"77469","Touquin",945.57764597
"77470","Tournan-en-Brie",3090.91466437
"77471","Tousson",646.67674166
"77472","La Tretoire",806.20487719
"77473","Treuzy-Levelay",964.35444997
"77474","Trilbardou",4173.56604919
"77475","Trilport",5541.58069462
"77476","Trocy-en-Multien",1106.88321517
"77477","Ury",788.36457089
"77478","Ussy-sur-Marne",1856.82292061
"77479","Vaires-sur-Marne",29403.77818545
"77480","Valence-en-Brie",1124.39756919
"77481","Vanville",516.02263353
"77482","Varennes-sur-Seine",2499.70590865
"77483","Varreddes",3951.25665376
"77484","Vaucourtois",2588.41792152
"77485","Le Vaudoue",816.58172367
"77486","Vaudoy-en-Brie",455.65941154
"77487","Vaux-le-Penil",9905.94372757
"77489","Vaux-sur-Lunain",290.30477357
"77490","Vendrest",661.20213467
"77491","Veneux-les-Sablons",4618.71948976
"77492","Verdelot",325.43171979
"77493","Verneuil-l'Etang",2058.34472044
"77494","Vernou-la-Celle-sur-Seine",3231.17518702
"77495","Vert-Saint-Denis",13447.17035455
"77496","Vieux-Champagne",396.24540906
"77498","Vignely",5780.84909588
"77500","Villebeon",333.24999841
"77501","Villecerf",1505.31507328
"77504","Villemarechal",651.49723243
"77505","Villemareuil",2325.89071132
"77506","Villemer",986.90705416
"77507","Villenauxe-la-Petite",301.83488653
"77508","Villeneuve-le-Comte",3276.31117549
"77509","Villeneuve-les-Bordes",679.4570498
"77510","Villeneuve-Saint-Denis",5582.150126
"77511","Villeneuve-sous-Dammartin",4303.96179311
"77512","Villeneuve-sur-Bellot",457.95113497
"77513","Villenoy",8617.67604014
"77514","Villeparisis",18698.91501481
"77515","Villeroy",2086.82746576
"77516","Ville-Saint-Jacques",1628.95040489
"77517","Villevaude",15117.59501135
"77518","Villiers-en-Biere",6381.34138626
"77519","Villiers-Saint-Georges",190.21268049
"77520","Villiers-sous-Grez",1204.51926958
"77521","Villiers-sur-Morin",5173.51664756
"77522","Villiers-sur-Seine",188.09600622
"77523","Villuis",177.27656875
"77524","Vimpelles",567.37192922
"77525","Vinantes",2043.16666165
"77526","Vincy-Manoeuvre",422.25477945
"77527","Voinsles",729.91323687
"77528","Voisenon",10695.26423244
"77529","Voulangis",3574.64014413
"77530","Voulton",466.58131821
"77531","Voulx",605.58202745
"77532","Vulaines-les-Provins",1088.89573124
"77533","Vulaines-sur-Seine",4894.41875466
"77534","Yebles",1951.01256687
"78003","Ablis",962.71106
"78005","Acheres",24432.53237497
"78006","Adainville",608.36025148
"78007","Aigremont",10964.72240398
"78009","Allainville",473.1905602
"78010","Les Alluets-le-Roi",3696.61415242
"78013","Andelu",2754.20631606
"78015","Andresy",23662.37346361
"78020","Arnouville-les-Mantes",2273.47763374
"78029","Aubergenville",7818.39246791
"78030","Auffargis",3149.63208661
"78031","Auffreville-Brasseuil",8606.12173203
"78033","Aulnay-sur-Mauldre",5064.32385759
"78034","Auteuil",3056.83609648
"78036","Autouillet",2520.56284376
"78043","Bailly",25017.20333425
"78048","Bazainville",1619.72076241
"78049","Bazemont",5329.94186093
"78050","Bazoches-sur-Guyonne",4526.35906283
"78053","Behoust",1778.56233672
"78057","Bennecourt",2112.79057718
"78062","Beynes",4014.15763597
"78068","Blaru",654.13870076
"78070","Boinville-en-Mantois",4159.67655961
"78071","Boinville-le-Gaillard",790.82673809
"78072","Boinvilliers",2269.52584628
"78073","Bois-d'Arcy",25911.14872596
"78076","Boissets",797.94461608
"78077","La Boissiere-Ecole",549.9265062
"78082","Boissy-Mauvoisin",2031.45365374
"78084","Boissy-sans-Avoir",2518.09494856
"78087","Bonnelles",2237.12863928
"78089","Bonnieres-sur-Seine",2488.65306879
"78090","Bouafle",9004.54261287
"78092","Bougival",41012.14127762
"78096","Bourdonne",892.21920137
"78104","Breuil-Bois-Robert",6748.2630005
"78107","Breval",1210.93766649
"78108","Les Breviaires",2405.03005813
"78113","Brueil-en-Vexin",4073.07009787
"78117","Buc",21641.28655984
"78118","Buchelay",10220.22956042
"78120","Bullion",1398.42093891
"78123","Carrieres-sous-Poissy",17900.38162839
"78124","Carrieres-sur-Seine",66986.62373381
"78125","La Celle-les-Bordes",1120.38628499
"78126","La Celle-Saint-Cloud",38919.95300212
"78128","Cernay-la-Ville",1360.83917823
"78133","Chambourcy",12716.16783087
"78138","Chanteloup-les-Vignes",21242.84517429
"78140","Chapet",11575.80705877
"78143","Chateaufort",12700.04629205
"78146","Chatou",52081.33643194
"78147","Chaufour-les-Bonnieres",754.45840624
"78152","Chavenay",10726.35188679
"78158","Le Chesnay",35001.19776638
"78160","Chevreuse",5493.38632377
"78162","Choisel",2388.93564991
"78163","Civry-la-Foret",1117.37145453
"78164","Clairefontaine-en-Yvelines",1459.42143021
"78165","Les Clayes-sous-Bois",20078.21732181
"78168","Coignieres",10311.11051021
"78171","Conde-sur-Vesgre",691.31819268
"78172","Conflans-Sainte-Honorine",27499.00310342
"78185","Courgent",1371.48292814
"78188","Cravent",644.81838362
"78189","Crespieres",3129.54365333
"78190","Croissy-sur-Seine",40903.19365097
"78192","Dammartin-en-Serve",1237.29955222
"78193","Dampierre-en-Yvelines",3390.27850202
"78194","Dannemarie",812.83699602
"78196","Davron",5709.35318825
"78202","Drocourt",2161.05913127
"78206","Ecquevilly",7665.7800887
"78208","Elancourt",21778.71170776
"78209","Emance",546.87793677
"78217","Epone",6301.00650036
"78220","Les Essarts-le-Roi",4487.38165081
"78224","L'Etang-la-Ville",15779.16366571
"78227","Evecquemont",11340.12157477
"78230","La Falaise",5564.70454552
"78231","Favrieux",3579.23597871
"78233","Feucherolles",6030.27382217
"78234","Flacourt",2496.50280065
"78236","Flexanville",1711.80421375
"78237","Flins-Neuve-Eglise",815.85624365
"78238","Flins-sur-Seine",8895.37039702
"78239","Follainville-Dennemont",8141.42478651
"78242","Fontenay-le-Fleury",24569.16230096
"78245","Fontenay-Mauvoisin",5982.04957683
"78246","Fontenay-Saint-Pere",5744.91736786
"78251","Fourqueux",15191.69739795
"78255","Freneuse",2402.85489048
"78261","Gaillon-sur-Montcient",6429.28341276
"78262","Galluis",2115.02718837
"78263","Gambais",1191.86012207
"78264","Gambaiseuil",942.83016795
"78265","Garancieres",1967.90166378
"78267","Gargenville",7195.91223559
"78269","Gazeran",2847.04073272
"78276","Gommecourt",1560.30535977
"78278","Goupillieres",1758.99521028
"78281","Goussonville",3678.44962542
"78283","Grandchamp",410.82359835
"78285","Gressey",1175.07322668
"78289","Grosrouvre",1575.88699145
"78290","Guernes",6207.55691863
"78291","Guerville",8170.8803975
"78296","Guitrancourt",7159.17302371
"78297","Guyancourt",24696.91460301
"78299","Hardricourt",8381.8153924
"78300","Hargeville",1722.47578431
"78302","La Hauteville",441.63373711
"78305","Herbeville",3239.11194303
"78307","Hermeray",546.88421847
"78310","Houdan",1056.42406183
"78311","Houilles",67378.61433313
"78314","Issou",8221.65025525
"78317","Jambville",2593.89835178
