"ID","NAMES","ouvrier_AsTheCrowFlies_ACC_0.01"
"91216","Epinay-sur-Orge",3002.18126427941
"91222","Estouches",20853.8138128195
"91223","Etampes",13707.8224226581
"91225","Etiolles",3853.65573336717
"91226","Etrechy",10416.5116936046
"91228","Evry",2576.18858026974
"91232","La Ferte-Alais",10200.0912925104
"91235","Fleury-Merogis",3043.79900452279
"91240","Fontaine-la-Riviere",16841.2008206982
"91243","Fontenay-les-Briis",7484.52984567848
"91244","Fontenay-le-Vicomte",6523.28964698831
"91247","La Foret-le-Roi",13397.4636754195
"91248","La Foret-Sainte-Croix",15067.9720900696
"91249","Forges-les-Bains",10002.1101897079
"91272","Gif-sur-Yvette",7360.16869595067
"91273","Gironville-sur-Essonne",16025.695068422
"91274","Gometz-la-Ville",8116.44602401879
"91275","Gometz-le-Chatel",7335.02299187372
"91284","Les Granges-le-Roi",14001.4196636509
"91286","Grigny",2057.97377087967
"91292","Guibeville",6133.56370069015
"91293","Guigneville-sur-Essonne",10915.3791000568
"91294","Guillerval",17718.8823179857
"91312","Igny",4424.10689091594
"91315","Itteville",8431.02947786046
"91318","Janville-sur-Juine",9509.86311140786
"91319","Janvry",7200.32041199087
"91326","Juvisy-sur-Orge",2615.33986749393
"91330","Lardy",8172.00668230275
"91332","Leudeville",5849.22410195613
"91333","Leuville-sur-Orge",4415.36167274032
"91338","Limours",9443.3238084445
"91339","Linas",4749.9881714142
"91340","Lisses",3669.37383978416
"91345","Longjumeau",3158.2613539924
"91347","Longpont-sur-Orge",3697.42635858752
"91359","Maisse",14507.7537422527
"91363","Marcoussis",5684.72649697017
"91374","Marolles-en-Beauce",15942.687157192
"91376","Marolles-en-Hurepoix",6117.83820943061
"91377","Massy",3344.0326774674
"91378","Mauchamps",9111.98986308667
"91386","Mennecy",5618.25342891432
"91390","Mereville",21092.7672613469
"91393","Merobert",17064.9783112933
"91399","Mespuits",16468.0176541481
"91405","Milly-la-Foret",13561.4808808175
"91408","Moigny-sur-Ecole",12072.5274434242
"91411","Les Molieres",8906.11258306484
"91412","Mondeville",9306.78266093724
"91414","Monnerville",20017.0483192414
"91421","Montgeron",3192.56328425479
"91425","Montlhery",4164.00659490603
"91432","Morangis",2884.07408550176
"91433","Morigny-Champigny",12162.3319653005
"91434","Morsang-sur-Orge",2444.11352616375
"91435","Morsang-sur-Seine",4589.10934311834
"91441","Nainville-les-Roches",8085.00855554027
"91457","La Norville",5538.38622374979
"91458","Nozay",4915.87089522587
"91461","Ollainville",5826.37981441336
"91463","Oncy-sur-Ecole",14841.2654184162
"91468","Ormoy",4555.45066317429
"91469","Ormoy-la-Riviere",14498.7445008041
"91471","Orsay",5509.8180337817
"91473","Orveau",11629.7368774845
"91477","Palaiseau",4409.49774738441
"91479","Paray-Vieille-Poste",3040.8475937065
"91482","Pecqueuse",10315.2306757752
"91494","Le Plessis-Pate",4142.15358995468
"91495","Plessis-Saint-Benoist",15595.5252230467
"91507","Prunay-sur-Essonne",16808.7241305134
"91508","Puiselet-le-Marais",14080.8136631489
"91511","Pussay",20801.2369243161
"91514","Quincy-sous-Senart",4627.02709717593
"91519","Richarville",15103.6899576769
"91521","Ris-Orangis",2481.8489534254
"91525","Roinville",12527.5015483626
"91526","Roinvilliers",17486.3228920061
"91533","Saclas",17687.9253902889
"91534","Saclay",5863.98562992494
"91538","Saint-Aubin",6670.06701822151
"91540","Saint-Cheron",10114.2172649598
"91544","Saint-Cyr-la-Riviere",17851.4290870619
"91546","Saint-Cyr-sous-Dourdan",12129.6355466582
"91547","Saint-Escobille",18037.9354753198
"91549","Sainte-Genevieve-des-Bois",2886.77450639884
"91552","Saint-Germain-les-Arpajon",4970.47755189988
"91553","Saint-Germain-les-Corbeil",3693.93160291887
"91556","Saint-Hilaire",13549.0342624895
"91560","Saint-Jean-de-Beauregard",6357.18282640963
"91568","Saint-Maurice-Montcouronne",9528.62826822979
"91570","Saint-Michel-sur-Orge",3249.38774726988
"91573","Saint-Pierre-du-Perray",4137.68202783951
"91577","Saintry-sur-Seine",3747.40566484835
"91578","Saint-Sulpice-de-Favieres",9153.5904725807
"91579","Saint-Vrain",7566.47686195553
"91581","Saint-Yon",8004.20822139728
"91587","Saulx-les-Chartreux",3891.55596364159
"91589","Savigny-sur-Orge",2617.02902225843
"91593","Sermaise",11262.339988866
"91599","Soisy-sur-Ecole",9495.41741788651
"91600","Soisy-sur-Seine",3581.13499439118
"91602","Souzy-la-Briche",10012.0873379223
"91613","Congerville-Thionville",18969.6468802312
"91617","Tigery",4467.25539399021
"91619","Torfou",8309.74497369172
"91629","Valpuiseaux",14621.494989725
"91630","Le Val-Saint-Germain",10822.9729466968
"91631","Varennes-Jarcy",5017.73160808655
"91634","Vaugrigneuse",9530.60180687252
"91635","Vauhallan",5226.23311305601
"91639","Vayres-sur-Essonne",12695.2715969706
"91645","Verrieres-le-Buisson",3484.12987981447
"91648","Vert-le-Grand",5315.27453819744
"91649","Vert-le-Petit",6512.28266685461
"91654","Videlles",10514.6372081076
"91657","Vigneux-sur-Seine",2828.06480908226
"91659","Villabe",3712.39081060149
"91661","Villebon-sur-Yvette",4377.88154467444
"91662","Villeconin",10934.7000866295
"91665","La Ville-du-Bois",4130.26550815609
"91666","Villejust",4977.60409669126
"91667","Villemoisson-sur-Orge",2767.09064779914
"91671","Villeneuve-sur-Auvers",10803.0803040344
"91679","Villiers-le-Bacle",6682.95990297943
"91685","Villiers-sur-Orge",3357.76452356037
"91687","Viry-Chatillon",2024.27986665388
"91689","Wissous",3172.97239537803
"91691","Yerres",3224.57865783107
"91692","Les Ulis",5761.16262794139
"92002","Antony",2928.78650883196
"92004","Asnieres-sur-Seine",631.095108882634
"92007","Bagneux",1356.20827166407
"92009","Bois-Colombes",1071.63500462272
"92012","Boulogne-Billancourt",2621.11929711411
"92014","Bourg-la-Reine",2202.1902746508
"92019","Chatenay-Malabry",2968.47691275389
"92020","Chatillon",1651.40578443906
"92022","Chaville",3622.88733139411
"92023","Clamart",2557.93307939132
"92024","Clichy",510.296661381333
"92025","Colombes",642.522287667646
"92026","Courbevoie",1250.92690143198
"92032","Fontenay-aux-Roses",2127.6966061335
"92033","Garches",3326.18386017691
"92035","La Garenne-Colombes",1293.31481465203
"92036","Gennevilliers",989.837139446351
"92040","Issy-les-Moulineaux",1827.36077745138
"92044","Levallois-Perret",965.699284174584
"92046","Malakoff",1209.89904787985
"92047","Marnes-la-Coquette",3905.54722199287
"92048","Meudon",2898.6771856991
"92049","Montrouge",1092.42281498983
"92050","Nanterre",908.21965135687
"92051","Neuilly-sur-Seine",1734.38740107375
"92060","Le Plessis-Robinson",2695.13195132573
"92062","Puteaux",1870.76336259695
"92063","Rueil-Malmaison",3041.40802165925
"92064","Saint-Cloud",2995.70516900063
"92071","Sceaux",2571.97184254961
"92072","Sevres",3049.55437726449
"92073","Suresnes",2607.20756519992
"92075","Vanves",1370.62268218632
"92076","Vaucresson",3840.0401714894
"92077","Ville-d'Avray",3798.89832265852
"92078","Villeneuve-la-Garenne",874.863834462133
"93001","Aubervilliers",0
"93005","Aulnay-sous-Bois",0
"93006","Bagnolet",484.239784344895
"93007","Le Blanc-Mesnil",418.689211008538
"93008","Bobigny",402.18313484262
"93010","Bondy",711.498522559971
"93013","Le Bourget",1049.80853331499
"93014","Clichy-sous-Bois",1318.11301344074
"93015","Coubron",2687.12075607495
"93027","La Courneuve",517.167651759309
"93029","Drancy",105.774115922482
"93030","Dugny",1636.45570411461
"93031","Epinay-sur-Seine",822.336568383772
"93032","Gagny",1832.92596692111
"93033","Gournay-sur-Marne",2619.07621955177
"93039","L'Ile-Saint-Denis",1070.49746442799
"93045","Les Lilas",643.668560109414
"93046","Livry-Gargan",1206.47537590673
"93047","Montfermeil",1857.30990663555
"93048","Montreuil",0
"93049","Neuilly-Plaisance",1978.93426400524
"93050","Neuilly-sur-Marne",2478.85489800923
"93051","Noisy-le-Grand",1968.89934561961
"93053","Noisy-le-Sec",680.298350633809
"93055","Pantin",344.833958381812
"93057","Les Pavillons-sous-Bois",1492.43145905165
"93059","Pierrefitte-sur-Seine",1075.7498145668
"93061","Le Pre-Saint-Gervais",559.582573458007
"93062","Le Raincy",1539.29989641754
"93063","Romainville",700.563948966369
"93064","Rosny-sous-Bois",1174.45269946558
"93066","Saint-Denis",0
"93070","Saint-Ouen",391.073203975442
"93071","Sevran",678.402466362006
"93072","Stains",928.537374302573
"93073","Tremblay-en-France",3035.06599588638
"93074","Vaujours",2991.19113312882
"93077","Villemomble",1525.52571915716
"93078","Villepinte",1582.48496339076
"93079","Villetaneuse",1167.09278826387
"94001","Ablon-sur-Seine",2573.70923083211
"94002","Alfortville",836.46854233726
"94003","Arcueil",1141.67176219194
"94004","Boissy-Saint-Leger",3366.83761589873
"94011","Bonneuil-sur-Marne",2664.35406437667
"94015","Bry-sur-Marne",1846.10630827434
"94016","Cachan",1451.92138588443
"94017","Champigny-sur-Marne",592.721057189898
"94018","Charenton-le-Pont",1329.90957905502
"94019","Chennevieres-sur-Marne",2685.57972947745
"94021","Chevilly-Larue",2504.54668540659
"94022","Choisy-le-Roi",1588.36674487592
"94028","Creteil",989.458882848504
"94033","Fontenay-sous-Bois",1208.7763674893
"94034","Fresnes",2725.28485779321
"94037","Gentilly",1010.00733584227
"94038","L'Hay-les-Roses",2024.8805302347
"94041","Ivry-sur-Seine",606.959051898808
"94042","Joinville-le-Pont",2581.10709746218
"94043","Le Kremlin-Bicetre",989.322731652037
"94044","Limeil-Brevannes",2856.74024228913
"94046","Maisons-Alfort",1432.19874693203
"94047","Mandres-les-Roses",4548.49135277218
"94048","Marolles-en-Brie",4313.84330801848
"94052","Nogent-sur-Marne",2348.05329974292
"94053","Noiseau",3303.06110676512
"94054","Orly",2559.02773352655
"94055","Ormesson-sur-Marne",2963.87892928382
"94056","Perigny",4965.09252727609
"94058","Le Perreux-sur-Marne",2141.71361871989
"94059","Le Plessis-Trevise",2972.70949806795
"94060","La Queue-en-Brie",3488.96942863532
"94065","Rungis",2815.61774732036
"94067","Saint-Mande",1105.38588929174
"94068","Saint-Maur-des-Fosses",2288.07893265875
"94069","Saint-Maurice",1866.91270866874
"94070","Santeny",5038.63249585453
"94071","Sucy-en-Brie",3205.51739801958
"94073","Thiais",2063.3480989215
"94074","Valenton",2409.77988136992
"94075","Villecresnes",3940.25445703192
"94076","Villejuif",849.126954471157
"94077","Villeneuve-le-Roi",2558.5764136763
"94078","Villeneuve-Saint-Georges",2501.83218181584
"94079","Villiers-sur-Marne",1582.37833527719
"94080","Vincennes",957.599757065981
"94081","Vitry-sur-Seine",0
"95002","Ableiges",7652.86235885879
"95008","Aincourt",9548.5252396263
"95011","Ambleville",15365.4761474151
"95012","Amenucourt",13073.3008272819
"95014","Andilly",3254.78373707393
"95018","Argenteuil",0
"95019","Arnouville",1890.79620224536
"95023","Arronville",11484.2512490511
"95024","Arthies",10880.0859820244
"95026","Asnieres-sur-Oise",9478.91999844422
"95028","Attainville",5708.71023069099
"95039","Auvers-sur-Oise",5638.5931154592
"95040","Avernes",10122.3224553328
"95042","Baillet-en-France",5710.73309403587
"95046","Banthelu",12671.4050282931
"95051","Beauchamp",3401.81008448791
"95052","Beaumont-sur-Oise",8786.56949420701
"95054","Le Bellay-en-Vexin",13247.6621819478
"95055","Bellefontaine",7585.42432237156
"95056","Belloy-en-France",7295.42567591675
"95058","Bernes-sur-Oise",10450.907946367
"95059","Berville",13193.4668450438
"95060","Bessancourt",4150.53717730953
"95061","Bethemont-la-Foret",5397.69778877355
"95063","Bezons",1460.74130482994
"95074","Boisemont",4322.83754325719
"95078","Boissy-l'Aillerie",5858.74444318188
"95088","Bonneuil-en-France",2538.81051002602
"95091","Bouffemont",5116.00991702115
"95094","Bouqueval",3280.61866598238
"95101","Bray-et-Lu",15213.4792357248
"95102","Breancon",10799.493677458
"95110","Brignancourt",11511.3018158572
"95116","Bruyeres-sur-Oise",10326.0635532072
"95119","Buhy",18209.6857228298
"95120","Butry-sur-Oise",6142.05198841645
"95127","Cergy",3015.01155236897
"95134","Champagne-sur-Oise",8864.1211848944
"95139","La Chapelle-en-Vexin",17286.5502543
"95141","Charmont",13488.5810536101
"95142","Chars",12927.5762303244
"95144","Chatenay-en-France",5709.09619329834
"95149","Chaumontel",9324.35575615331
"95150","Chaussy",12512.1373365489
"95151","Chauvry",5425.96590500359
"95154","Chennevieres-les-Louvres",6017.2507894313
"95157","Cherence",11091.3691853564
"95166","Clery-en-Vexin",12711.6568781034
"95169","Commeny",11753.9208266512
"95170","Condecourt",6292.68691260898
"95176","Cormeilles-en-Parisis",2791.54048738052
"95177","Cormeilles-en-Vexin",8293.00643948407
"95181","Courcelles-sur-Viosne",6227.07572232298
"95183","Courdimanche",4819.48016066584
"95197","Deuil-la-Barre",1765.85600970551
"95199","Domont",4165.15476006342
"95203","Eaubonne",2702.7354073328
"95205","Ecouen",3416.79930350511
"95210","Enghien-les-Bains",2011.91890420536
"95211","Ennery",5039.97192210644
"95212","Epiais-les-Louvres",5621.55274143854
"95213","Epiais-Rhus",8357.71312173178
"95214","Epinay-Champlatreux",7128.58343127197
"95218","Eragny",3317.90066591764
"95219","Ermont",2559.4747739697
"95229","Ezanville",4387.57002301456
"95241","Fontenay-en-Parisis",4989.08138869997
"95250","Fosses",8228.46324888859
"95252","Franconville",2644.4327598514
"95253","Fremainville",8908.23205339214
"95254","Fremecourt",9533.6365683542
"95256","Frepillon",4977.72928938834
"95257","La Frette-sur-Seine",3123.78395370789
"95258","Frouville",10221.9552124344
"95259","Gadancourt",10685.8033456972
"95268","Garges-les-Gonesse",1097.68033929632
"95270","Genainville",12449.3970766591
"95271","Genicourt",6293.98328074964
"95277","Gonesse",2888.13857947298
"95280","Goussainville",3539.57790697269
"95282","Gouzangrez",10695.2590192464
"95287","Grisy-les-Platres",9294.98515931745
"95288","Groslay",2112.13290874811
"95295","Guiry-en-Vexin",11607.1939074352
"95298","Haravilliers",12516.0411628957
"95301","Haute-Isle",10724.8481044595
"95303","Le Heaulme",12468.6764528145
"95304","Hedouville",10146.9866748215
"95306","Herblay",3575.59278337739
"95308","Herouville",6919.57285645924
"95309","Hodent",14037.677647778
"95313","L'Isle-Adam",7387.99742963545
"95316","Jagny-sous-Bois",6606.86756609832
"95323","Jouy-le-Moutier",3707.66216290719
"95328","Labbeville",8713.72373709169
"95331","Lassy",7531.15558549297
"95341","Livilliers",6537.43071194887
"95348","Longuesse",7698.18344173768
"95351","Louvres",5256.14858892711
"95352","Luzarches",8512.11470270057
"95353","Maffliers",6739.20189705542
"95355","Magny-en-Vexin",14718.03651054
"95365","Mareil-en-France",5973.66864638185
"95369","Margency",3016.45846807707
"95370","Marines",11322.8218854277
"95371","Marly-la-Ville",7497.04989625648
"95379","Maudetour-en-Vexin",11812.0947264572
"95387","Menouville",10203.1927519813
"95388","Menucourt",5212.55646555359
"95392","Meriel",6017.55163170282
"95394","Mery-sur-Oise",4733.68271064692
"95395","Le Mesnil-Aubry",5247.40105066621
"95409","Moisselles",5167.38717166983
"95422","Montgeroult",7013.98002247788
"95424","Montigny-les-Cormeilles",2996.35762623057
"95426","Montlignon",3492.71782734482
"95427","Montmagny",1609.71137011301
"95428","Montmorency",2788.48685799247
"95429","Montreuil-sur-Epte",16942.2270325054
"95430","Montsoult",6216.58115582865
"95436","Mours",8172.95906817465
"95438","Moussy",11906.7512199272
"95445","Nerville-la-Foret",6833.38631884482
"95446","Nesles-la-Vallee",8172.25736546405
"95447","Neuilly-en-Vexin",13161.773032661
"95450","Neuville-sur-Oise",3299.86510534117
"95452","Nointel",8170.3127963371
"95456","Noisy-sur-Oise",8632.90213123912
"95459","Nucourt",14156.1740019943
"95462","Omerville",14442.679423479
"95476","Osny",4151.06448123163
"95480","Parmain",7967.1298633167
"95483","Le Perchay",10483.7814275659
"95487","Persan",9394.32547379066
"95488","Pierrelaye",3628.71194612024
"95489","Piscop",3352.55911111414
"95491","Le Plessis-Bouchard",2870.39727073498
"95492","Le Plessis-Gassot",3946.18058785279
"95493","Le Plessis-Luzarches",7632.72558921825
"95500","Pontoise",3316.50002271606
"95504","Presles",7618.99400155539
"95509","Puiseux-en-France",6046.88299363271
"95510","Puiseux-Pontoise",5067.84670710333
"95523","La Roche-Guyon",11714.3010110145
"95527","Roissy-en-France",4023.69255275826
"95529","Ronquerolles",10523.3738633252
"95535","Sagy",6145.52185991017
"95539","Saint-Brice-sous-Foret",2783.74330358409
"95541","Saint-Clair-sur-Epte",19739.7733876946
"95543","Saint-Cyr-en-Arthies",8496.60240409925
"95554","Saint-Gervais",15716.0717037248
"95555","Saint-Gratien",2195.12459298273
"95563","Saint-Leu-la-Foret",3563.11868144956
"95566","Saint-Martin-du-Tertre",7626.61196210455
"95572","Saint-Ouen-l'Aumone",3538.32885932478
"95574","Saint-Prix",3752.45646757182
"95580","Saint-Witz",8210.86483930267
"95582","Sannois",1559.98199653331
"95584","Santeuil",10630.0756594974
"95585","Sarcelles",756.928204006837
"95592","Seraincourt",7715.69214927988
"95594","Seugy",8587.93388353586
"95598","Soisy-sous-Montmorency",2709.16588984681
"95604","Survilliers",9328.09631235504
"95607","Taverny",3748.17357221829
"95610","Themericourt",9524.51783321936
"95611","Theuville",10740.0998639934
"95612","Le Thillay",3050.59150766269
"95625","Us",9098.93839961966
"95627","Vallangoujard",8863.20766396849
"95628","Valmondois",6727.18254619168
"95633","Vaudherland",3339.88531786963
"95637","Vaureal",3535.92105694404
"95641","Vemars",7516.06723697369
"95651","Vetheuil",8662.0889030902
"95652","Viarmes",8469.22219818908
"95656","Vienne-en-Arthies",8971.57930810833
"95658","Vigny",8450.38470015049
"95660","Villaines-sous-Bois",6365.16307683793
"95675","Villeron",6625.93574599697
"95676","Villers-en-Arthies",10381.9161055706
"95678","Villiers-Adam",5916.38479145426
"95680","Villiers-le-Bel",2613.1319738764
"95682","Villiers-le-Sec",6255.05737863708
"95690","Wy-dit-Joli-Village",10818.5747844008
