"ID","NAMES","population_AsTheCowRolls_POT_20"
"75101","Paris 1er Arrondissement",6494697.52344709
"75102","Paris 2e  Arrondissement",6424985.60939682
"75103","Paris 3e  Arrondissement",6530810.32537964
"75104","Paris 4e  Arrondissement",6594500.9563504
"75105","Paris 5e  Arrondissement",6522602.65721382
"75106","Paris 6e  Arrondissement",6465373.74184276
"75107","Paris 7e  Arrondissement",6329784.80409895
"75108","Paris 8e  Arrondissement",6535034.65543309
"75109","Paris 9e  Arrondissement",6575354.34220854
"75110","Paris 10e  Arrondissement",6680383.54910593
"75111","Paris 11e  Arrondissement",6433484.20202446
"75112","Paris 12e  Arrondissement",6471520.12286168
"75113","Paris 13e  Arrondissement",6478378.32400922
"75114","Paris 14e  Arrondissement",6387747.89692417
"75115","Paris 15e  Arrondissement",6066796.82890991
"75116","Paris 16e  Arrondissement",6180611.13677094
"75117","Paris 17e  Arrondissement",6435722.17658689
"75118","Paris 18e  Arrondissement",6373511.77721727
"75119","Paris 19e  Arrondissement",6286793.81253278
"75120","Paris 20e  Arrondissement",6373537.04118767
"77001","Acheres-la-Foret",161163.01236393
"77002","Amillis",74195.64014181
"77003","Amponville",92283.19836461
"77004","Andrezel",241223.88998943
"77005","Annet-sur-Marne",1388007.63299496
"77006","Arbonne-la-Foret",299107.18958591
"77007","Argentieres",162773.11986804
"77008","Armentieres-en-Brie",136682.20867592
"77009","Arville",37650.63121224
"77010","Aubepierre-Ozouer-le-Repos",134971.20404016
"77011","Aufferville",62299.11083903
"77012","Augers-en-Brie",30918.8465774
"77013","Aulnoy",106368.91921983
"77014","Avon",242759.04997638
"77015","Baby",24644.36765688
"77016","Bagneaux-sur-Loing",88754.62667864
"77018","Bailly-Romainvilliers",979356.87982345
"77019","Balloy",58011.15882637
"77020","Bannost-Villegagnon",55143.47416276
"77021","Barbey",73239.56652152
"77022","Barbizon",426557.36531763
"77023","Barcy",303768.02725077
"77024","Bassevelle",42500.14702075
"77025","Bazoches-les-Bray",53531.47676238
"77026","Beauchery-Saint-Martin",25935.74936378
"77027","Beaumont-du-Gatinais",19047.95239057
"77028","Beautheil",74485.01916958
"77029","Beauvoir",188601.02975534
"77030","Bellot",41916.43302802
"77031","Bernay-Vilbert",140106.48715292
"77032","Beton-Bazoches",57059.09314205
"77033","Bezalles",42360.59795101
"77034","Blandy",311110.15508323
"77035","Blennes",31423.49488325
"77036","Boisdon",50795.9026777
"77037","Bois-le-Roi",344745.37030861
"77038","Boissettes",474069.56341167
"77039","Boissise-la-Bertrand",488518.80511758
"77040","Boissise-le-Roi",656592.68292835
"77041","Boissy-aux-Cailles",74020.9952346
"77042","Boissy-le-Chatel",87604.98074261
"77043","Boitron",44168.90916792
"77044","Bombon",133699.66021924
"77045","Bougligny",53805.18635174
"77046","Boulancourt",30704.50309898
"77047","Bouleurs",529519.24692267
"77048","Bourron-Marlotte",136171.83126441
"77049","Boutigny",399541.17805482
"77050","Bransles",48661.14055392
"77051","Bray-sur-Seine",44887.30864069
"77052","Breau",182642.59591786
"77053","Brie-Comte-Robert",1494903.48654184
"77054","La Brosse-Montceaux",81481.04400923
"77055","Brou-sur-Chantereine",2233694.91698207
"77056","Burcy",46215.99094978
"77057","Bussieres",70992.00928539
"77058","Bussy-Saint-Georges",2268333.04253062
"77059","Bussy-Saint-Martin",1996018.99539334
"77060","Buthiers",52390.73519225
"77061","Cannes-Ecluse",96186.52516528
"77062","Carnetin",1200279.35754517
"77063","La Celle-sur-Morin",177527.57801748
"77065","Cely",611308.49175804
"77066","Cerneux",34708.42048095
"77067","Cesson",767106.88392282
"77068","Cessoy-en-Montois",45664.97690585
"77069","Chailly-en-Biere",518737.30658759
"77070","Chailly-en-Brie",106990.50019865
"77071","Chaintreaux",62135.14491696
"77072","Chalautre-la-Grande",17157.66893818
"77073","Chalautre-la-Petite",39930.27028648
"77075","Chalifert",1048792.73005415
"77076","Chalmaison",41798.69394067
"77077","Chambry",356235.60721508
"77078","Chamigny",96489.06119924
"77079","Champagne-sur-Seine",173730.78925839
"77080","Champcenest",38755.6956093
"77081","Champdeuil",511749.03394039
"77082","Champeaux",249360.76856667
"77083","Champs-sur-Marne",3321618.96062758
"77084","Changis-sur-Marne",227931.7253814
"77085","Chanteloup-en-Brie",1536666.70153784
"77086","La Chapelle-Gauthier",189043.91968214
"77087","La Chapelle-Iger",89757.09170748
"77088","La Chapelle-la-Reine",194453.2981029
"77089","La Chapelle-Rablais",79186.50609005
"77090","La Chapelle-Saint-Sulpice",52006.24672103
"77091","Les Chapelles-Bourbon",386645.64738738
"77093","La Chapelle-Moutils",24914.61570978
"77094","Charmentray",678942.05924268
"77095","Charny",657003.80975115
"77096","Chartrettes",296947.13207511
"77097","Chartronges",44871.81682798
"77098","Chateaubleau",48604.91844164
"77099","Chateau-Landon",42071.16355264
"77100","Le Chatelet-en-Brie",286487.6531592
"77101","Chatenay-sur-Seine",58112.60898739
"77102","Chatenoy",72061.67434277
"77103","Chatillon-la-Borde",255241.84819892
"77104","Chatres",497785.57477658
"77106","Chauffry",62292.62820825
"77107","Chaumes-en-Brie",296233.31186094
"77108","Chelles",2986224.9999863
"77109","Chenoise",54573.90092004
"77110","Chenou",38219.66811444
"77111","Chessy",1223820.17488878
"77112","Chevrainvilliers",73079.74493405
"77113","Chevru",60493.28968432
"77114","Chevry-Cossigny",1161555.24749176
"77115","Chevry-en-Sereine",50242.4924401
"77116","Choisy-en-Brie",62788.87200835
"77117","Citry",42599.51944846
"77118","Claye-Souilly",1906834.50152137
"77119","Clos-Fontaine",63138.95359108
"77120","Cocherel",92554.9653578
"77121","Collegien",2727430.13983007
"77122","Combs-la-Ville",1246664.23319576
"77123","Compans",1587814.68422013
"77124","Conches-sur-Gondoire",1611968.15405547
"77125","Conde-Sainte-Libiaire",578467.55041155
"77126","Congis-sur-Therouanne",125797.32141444
"77127","Coubert",872310.23688788
"77128","Couilly-Pont-aux-Dames",952335.28132199
"77129","Coulombs-en-Valois",42525.11847599
"77130","Coulommes",445109.60737289
"77131","Coulommiers",139375.83502649
"77132","Coupvray",884039.90596473
"77133","Courcelles-en-Bassee",62846.31910172
"77134","Courchamp",38402.66030136
"77135","Courpalay",117323.69716005
"77136","Courquetaine",411164.64752643
"77137","Courtacon",50982.04571813
"77138","Courtomer",108197.74438003
"77139","Courtry",2402197.2710104
"77140","Coutencon",66610.82590891
"77141","Coutevroult",732247.87449089
"77142","Crecy-la-Chapelle",493148.24906579
"77143","Cregy-les-Meaux",505553.05222557
"77144","Crevecoeur-en-Brie",300379.00678324
"77145","Crisenoy",521386.91971
"77146","Croissy-Beaubourg",2984806.13547101
"77147","La Croix-en-Brie",50867.52074235
"77148","Crouy-sur-Ourcq",45508.53084598
"77149","Cucharmoy",45868.65084405
"77150","Cuisy",311404.55961715
"77151","Dagny",74308.81228506
"77152","Dammarie-les-Lys",515782.25779247
"77153","Dammartin-en-Goele",797998.42927452
"77154","Dammartin-sur-Tigeaux",314859.03880101
"77155","Dampmart",1185212.25783833
"77156","Darvault",134130.77388403
"77157","Dhuisy",86505.15406923
"77158","Diant",49656.40003025
"77159","Donnemarie-Dontilly",58258.79792574
"77161","Dormelles",87742.72812188
"77162","Doue",73845.33563794
"77163","Douy-la-Ramee",109084.8085044
"77164","Echouboulains",89558.82210512
"77165","Les Ecrennes",184066.80100577
"77166","Ecuelles",143983.17261801
"77167","Egligny",48235.92212388
"77168","Egreville",58960.84120032
"77169","Emerainville",3134501.15911717
"77170","Episy",159858.65876771
"77171","Esbly",718480.78239413
"77172","Esmans",97887.05111698
"77173","Etrepilly",172389.00261422
"77174","Everly",42405.87474226
"77175","Evry-Gregy-sur-Yerre",1118390.92994985
"77176","Faremoutiers",169232.21884006
"77177","Favieres",737973.53573278
"77178","Fay-les-Nemours",75352.97637827
"77179","Fericy",182621.3693754
"77180","Ferolles-Attilly",1610516.36195983
"77181","Ferrieres-en-Brie",2597144.64006631
"77182","La Ferte-Gaucher",50227.93842947
"77183","La Ferte-sous-Jouarre",155569.00523902
"77184","Flagy",78625.40950842
"77185","Fleury-en-Biere",566910.97301319
"77186","Fontainebleau",284751.91348545
"77187","Fontaine-Fourches",23391.55068821
"77188","Fontaine-le-Port",236087.11226686
"77190","Fontains",62342.51878809
"77191","Fontenailles",123473.85557336
"77192","Fontenay-Tresigny",330820.93324251
"77193","Forfry",151531.75251974
"77194","Forges",121288.8419013
"77195","Fouju",335683.70390243
"77196","Fresnes-sur-Marne",1258669.6482687
"77197","Fretoy",54741.8273958
"77198","Fromont",58341.51951392
"77199","Fublaines",269762.07862346
"77200","Garentreville",46239.67709072
"77201","Gastins",69428.64898467
"77202","La Genevraye",131591.76695212
"77203","Germigny-l'Eveque",177452.14473417
"77204","Germigny-sous-Coulombs",37622.97943133
"77205","Gesvres-le-Chapitre",182378.73059748
"77206","Giremoutiers",169570.85919116
"77207","Gironville",36054.46092964
"77208","Gouaix",35174.0059018
"77209","Gouvernes",2016115.39013305
"77210","La Grande-Paroisse",103101.12537427
"77211","Grandpuits-Bailly-Carrois",96715.04217706
"77212","Gravon",53373.66392803
"77214","Gressy",1557172.47054161
"77215","Gretz-Armainvilliers",1123647.26161692
"77216","Grez-sur-Loing",147652.69157217
"77217","Grisy-Suisnes",991777.991769
"77218","Grisy-sur-Seine",35791.54534565
"77219","Guerard",273820.6090308
"77220","Guercheville",67109.9378359
"77221","Guermantes",1882466.07331545
"77222","Guignes",406589.94049432
"77223","Gurcy-le-Chatel",58521.78461492
"77224","Hautefeuille",141530.64521965
"77225","La Haute-Maison",231567.61395044
"77226","Hericy",214235.11484697
"77227","Herme",39279.16187203
"77228","Hondevilliers",48240.5802944
"77229","La Houssaye-en-Brie",363988.54013326
"77230","Ichy",38318.42132782
"77231","Isles-les-Meldeuses",144380.88596145
"77232","Isles-les-Villenoy",545068.04555905
"77233","Iverny",501297.13860233
"77234","Jablines",728669.79043218
"77235","Jaignes",122135.17226703
"77236","Jaulnes",43705.79969482
"77237","Jossigny",1754099.50112135
"77238","Jouarre",128819.35764754
"77239","Jouy-le-Chatel",88696.60639557
"77240","Jouy-sur-Morin",50927.67300298
"77241","Juilly",642509.29359774
"77242","Jutigny",49176.86224167
"77243","Lagny-sur-Marne",1886953.89691654
"77244","Larchant",108942.86568845
"77245","Laval-en-Brie",97314.316652
"77246","Lechelle",30213.72523558
"77247","Lescherolles",34043.90794901
"77248","Lesches",744860.66223481
"77249","Lesigny",2078565.22425354
"77250","Leudon-en-Brie",42807.59034613
"77251","Lieusaint",1291584.61183155
"77252","Limoges-Fourches",916049.77406817
"77253","Lissy",717205.2668312
"77254","Liverdy-en-Brie",440649.34857706
"77255","Livry-sur-Seine",416404.8803495
"77256","Lizines",47655.34218494
"77257","Lizy-sur-Ourcq",121496.59535582
"77258","Lognes",3244917.12539845
"77259","Longperrier",767738.20844374
"77260","Longueville",48018.72025217
"77261","Lorrez-le-Bocage-Preaux",63886.70701422
"77262","Louan-Villegruis-Fontaine",12559.33371098
"77263","Luisetaines",46148.99408648
"77264","Lumigny-Nesles-Ormeaux",226773.90073174
"77265","Luzancy",82501.622771
"77266","Machault",174266.81123964
"77267","La Madeleine-sur-Loing",64736.68443947
"77268","Magny-le-Hongre",949070.10556798
"77269","Maincy",543996.93924228
"77270","Maisoncelles-en-Brie",230382.00188495
"77271","Maisoncelles-en-Gatinais",42800.34028444
"77272","Maison-Rouge",56950.75746586
"77273","Marchemoret",421690.86831372
"77274","Marcilly",216578.34394515
"77275","Les Marets",32805.43871957
"77276","Mareuil-les-Meaux",513062.09566562
"77277","Marles-en-Brie",304332.26096792
"77278","Marolles-en-Brie",72983.25154627
"77279","Marolles-sur-Seine",88477.562185
"77280","Mary-sur-Marne",117834.53725904
"77281","Mauperthuis",118181.18024135
"77282","Mauregard",1390617.02295826
"77283","May-en-Multien",92621.6051413
"77284","Meaux",562693.44630094
"77285","Le Mee-sur-Seine",625464.14411023
"77286","Meigneux",48794.41746534
"77287","Meilleray",16864.67475389
"77288","Melun",674545.01644498
"77289","Melz-sur-Seine",30075.72839547
"77290","Mery-sur-Marne",70665.58549639
"77291","Le Mesnil-Amelot",1624314.76516971
"77292","Messy",1406780.10210656
"77293","Misy-sur-Yonne",62580.92000079
"77294","Mitry-Mory",2150007.68551875
"77295","Moisenay",393997.82039987
"77296","Moissy-Cramayel",1081082.38062866
"77297","Mondreville",27139.58168704
"77298","Mons-en-Montois",45663.6953029
"77299","Montarlot",130058.46935311
"77300","Montceaux-les-Meaux",385974.46458384
"77301","Montceaux-les-Provins",24273.70849042
"77302","Montcourt-Fromonville",131028.55429767
"77303","Montdauphin",15292.98967982
"77304","Montenils",11124.36231575
"77305","Montereau-Fault-Yonne",121073.10003614
"77306","Montereau-sur-le-Jard",781376.87948064
"77307","Montevrain",1410584.51463191
"77308","Montge-en-Goele",405975.87658125
"77309","Monthyon",326413.47012809
"77310","Montigny-le-Guesdier",33379.30814775
"77311","Montigny-Lencoup",82510.67131219
"77312","Montigny-sur-Loing",148084.28277865
"77313","Montmachoux",65723.67098407
"77314","Montolivet",16828.03366231
"77315","Montry",762511.96019224
"77316","Moret-sur-Loing",150134.39083173
"77317","Mormant",162551.77414459
"77318","Mortcerf",331435.27590352
"77319","Mortery",41695.96445226
"77320","Mouroux",157362.21702323
"77321","Mousseaux-les-Bray",47547.47553259
"77322","Moussy-le-Neuf",827051.84374065
"77323","Moussy-le-Vieux",594382.26808089
"77325","Mouy-sur-Seine",49747.32757777
"77326","Nandy",895917.89842298
"77327","Nangis",91901.43232943
"77328","Nanteau-sur-Essonne",55243.99265613
"77329","Nanteau-sur-Lunain",81231.17815018
"77330","Nanteuil-les-Meaux",481638.95151143
"77331","Nanteuil-sur-Marne",53133.98713007
"77332","Nantouillet",692527.85585372
"77333","Nemours",141794.53370992
"77335","Chauconin-Neufmontiers",539389.91643537
"77336","Neufmoutiers-en-Brie",496962.55115303
"77337","Noisiel",3136652.92995701
"77338","Noisy-Rudignon",98229.89648727
"77339","Noisy-sur-Ecole",156815.09962195
"77340","Nonville",106759.84740449
"77341","Noyen-sur-Seine",37234.70363048
"77342","Obsonville",43529.01081321
"77343","Ocquerre",84766.32215394
"77344","Oissery",176476.20582017
"77345","Orly-sur-Morin",47142.16482754
"77347","Les Ormes-sur-Voulzie",49110.37072894
"77348","Ormesson",93217.6386673
"77349","Othis",409661.15158527
"77350","Ozoir-la-Ferriere",1531343.62264702
"77352","Ozouer-le-Voulgis",392410.26584364
"77353","Paley",65853.28050812
"77354","Pamfou",173251.2081107
"77355","Paroy",51617.4171245
"77356","Passy-sur-Seine",26752.32738419
"77357","Pecy",74615.83617525
"77358","Penchard",442385.35061534
"77359","Perthes",704959.57676783
"77360","Pezarches",177260.55147327
"77361","Pierre-Levee",311292.34553604
"77363","Le Pin",2154605.18614364
"77364","Le Plessis-aux-Bois",375437.89711735
"77365","Le Plessis-Feu-Aussoux",108387.82672972
"77366","Le Plessis-l'Eveque",451214.00451645
"77367","Le Plessis-Placy",110297.5387444
"77368","Poigny",44232.90639467
"77369","Poincy",297295.10345731
"77370","Poligny",70375.12874636
"77371","Pommeuse",180995.40276157
"77372","Pomponne",1818061.28535904
"77373","Pontault-Combault",2662138.48365754
"77374","Pontcarre",2114111.49198225
"77376","Precy-sur-Marne",773100.06717607
"77377","Presles-en-Brie",699046.46976498
"77378","Pringy",603878.74754333
"77379","Provins",47958.81754432
"77380","Puisieux",126405.8002943
"77381","Quiers",81644.9972153
"77382","Quincy-Voisins",682301.88472149
"77383","Rampillon",57118.61079434
"77384","Reau",1050422.00086768
"77385","Rebais",73171.99645945
"77386","Recloses",165371.19441124
"77387","Remauville",62777.16513739
"77388","Reuil-en-Brie",132735.21154501
"77389","La Rochette",450632.76769497
"77390","Roissy-en-Brie",1963831.51725013
"77391","Rouilly",37846.81717105
"77392","Rouvres",706776.17667799
"77393","Rozay-en-Brie",214311.46857151
"77394","Rubelles",608575.24330614
"77395","Rumont",52679.21666139
"77396","Rupereux",29110.56190405
"77397","Saacy-sur-Marne",63111.34993936
"77398","Sablonnieres",47226.22402927
"77399","Saint-Ange-le-Viel",64857.14563199
"77400","Saint-Augustin",109698.68605614
"77401","Sainte-Aulde",85931.81127962
"77402","Saint-Barthelemy",30140.7850254
"77403","Saint-Brice",40917.66902698
"77404","Sainte-Colombe",48043.06133544
"77405","Saint-Cyr-sur-Morin",73339.85862002
"77406","Saint-Denis-les-Rebais",73508.92706544
"77407","Saint-Fargeau-Ponthierry",907815.00327557
"77408","Saint-Fiacre",323936.64516023
"77409","Saint-Germain-Laval",105789.33386829
"77410","Saint-Germain-Laxis",582669.69422685
"77411","Saint-Germain-sous-Doue",68682.7891371
"77412","Saint-Germain-sur-Ecole",461149.05625989
"77413","Saint-Germain-sur-Morin",802673.54375786
"77414","Saint-Hilliers",37155.46054688
"77415","Saint-Jean-les-Deux-Jumeaux",284605.9674326
"77416","Saint-Just-en-Brie",38672.98869795
"77417","Saint-Leger",49271.19931825
"77418","Saint-Loup-de-Naud",47145.79291673
"77419","Saint-Mammes",170617.67380854
"77420","Saint-Mard",1030007.6233833
"77421","Saint-Mars-Vieux-Maisons",38656.17353263
"77423","Saint-Martin-des-Champs",37837.24738702
"77424","Saint-Martin-du-Boschet",20433.10954301
"77425","Saint-Martin-en-Biere",400003.21822224
"77426","Saint-Mery",193251.16454138
"77427","Saint-Mesmes",914420.32004905
"77428","Saint-Ouen-en-Brie",136890.52503332
"77429","Saint-Ouen-sur-Morin",69784.21912363
"77430","Saint-Pathus",233644.78397583
"77431","Saint-Pierre-les-Nemours",126954.63170854
"77432","Saint-Remy-la-Vanne",65836.68013147
"77433","Saints",101393.40335318
"77434","Saint-Sauveur-les-Bray",42071.597496
"77435","Saint-Sauveur-sur-Ecole",468984.28653917
"77436","Saint-Simeon",72535.81261592
"77437","Saint-Soupplets",324411.79449483
"77438","Saint-Thibault-des-Vignes",2192130.9731829
"77439","Salins",91239.50529006
"77440","Sammeron",280040.62730215
"77441","Samois-sur-Seine",205061.93244658
"77442","Samoreau",243939.95102207
"77443","Sancy",307618.37204252
"77444","Sancy-les-Provins",27523.2935298
"77445","Savigny-le-Temple",939054.14153579
"77446","Savins",48664.49689694
"77447","Seine-Port",681404.56806509
"77448","Sept-Sorts",189319.17633423
"77449","Serris",1274832.93675708
"77450","Servon",2049812.07159227
"77451","Signy-Signets",172164.70079111
"77452","Sigy",51503.96446639
"77453","Sivry-Courtry",367929.55637899
"77454","Sognolles-en-Montois",45649.00677749
"77455","Soignolles-en-Brie",711757.94533623
"77456","Soisy-Bouy",37166.33330436
"77457","Solers",639004.72076839
"77458","Souppes-sur-Loing",71670.19006181
"77459","Sourdun",43527.01115623
"77460","Tancrou",109376.51718054
"77461","Thenisy",50768.19996608
"77462","Thieux",1117397.74024557
"77463","Thomery",175392.27265623
"77464","Thorigny-sur-Marne",1428423.4347167
"77465","Thoury-Ferottes",70471.73533137
"77466","Tigeaux",436466.85287015
"77467","La Tombe",76361.88840868
"77468","Torcy",2727203.99780224
"77469","Touquin",152689.12596217
"77470","Tournan-en-Brie",858650.37337218
"77471","Tousson",116389.91826941
"77472","La Tretoire",53614.62616715
"77473","Treuzy-Levelay",91443.88806764
"77474","Trilbardou",790839.91636863
"77475","Trilport",318629.89310493
"77476","Trocy-en-Multien",136288.96048541
"77477","Ury",258257.51481236
"77478","Ussy-sur-Marne",257024.75699924
"77479","Vaires-sur-Marne",2159764.74083376
"77480","Valence-en-Brie",153839.45844356
"77481","Vanville",57601.16913873
"77482","Varennes-sur-Seine",125304.72458112
"77483","Varreddes",268479.0808452
"77484","Vaucourtois",330376.35079421
"77485","Le Vaudoue",133631.87260373
"77486","Vaudoy-en-Brie",118897.4778301
"77487","Vaux-le-Penil",451262.83824989
"77489","Vaux-sur-Lunain",43285.12192101
"77490","Vendrest",56338.65472949
"77491","Veneux-les-Sablons",159920.32311298
"77492","Verdelot",29771.2376877
"77493","Verneuil-l'Etang",251126.34468738
"77494","Vernou-la-Celle-sur-Seine",132467.13889404
"77495","Vert-Saint-Denis",882328.04367792
"77496","Vieux-Champagne",43651.40883429
"77498","Vignely",684033.50361396
"77500","Villebeon",42821.18343745
"77501","Villecerf",129382.14545147
"77504","Villemarechal",76189.02372379
"77505","Villemareuil",337575.42317083
"77506","Villemer",120797.35191401
"77507","Villenauxe-la-Petite",35730.48558354
"77508","Villeneuve-le-Comte",1179266.17655553
"77509","Villeneuve-les-Bordes",69459.3417975
"77510","Villeneuve-Saint-Denis",1240030.76384569
"77511","Villeneuve-sous-Dammartin",876349.48160936
"77512","Villeneuve-sur-Bellot",28462.69804712
"77513","Villenoy",673459.9755133
"77514","Villeparisis",2638907.5052506
"77515","Villeroy",577627.78997105
"77516","Ville-Saint-Jacques",118895.71452782
"77517","Villevaude",1959637.02264186
"77518","Villiers-en-Biere",482167.01238069
"77519","Villiers-Saint-Georges",26232.20109823
"77520","Villiers-sous-Grez",142686.31184147
"77521","Villiers-sur-Morin",824008.17404519
"77522","Villiers-sur-Seine",33346.53455332
"77523","Villuis",28740.31686217
"77524","Vimpelles",45901.30133875
"77525","Vinantes",345380.06393008
"77526","Vincy-Manoeuvre",69643.01975667
"77527","Voinsles",119555.16828493
"77528","Voisenon",736644.11626678
"77529","Voulangis",548633.12497129
"77530","Voulton",30205.20408618
"77531","Voulx",61004.12284343
"77532","Vulaines-les-Provins",51285.03834981
"77533","Vulaines-sur-Seine",230311.01813186
"77534","Yebles",405604.65075392
"78003","Ablis",164326.47866722
"78005","Acheres",1727017.33385349
"78006","Adainville",61787.54000367
"78007","Aigremont",2485210.45550791
"78009","Allainville",132884.64721988
"78010","Les Alluets-le-Roi",997524.49236849
"78013","Andelu",340275.84553316
"78015","Andresy",1555084.01910593
"78020","Arnouville-les-Mantes",231548.72014232
"78029","Aubergenville",1088194.22675404
"78030","Auffargis",513885.57526578
"78031","Auffreville-Brasseuil",402890.86590774
"78033","Aulnay-sur-Mauldre",584403.8953066
"78034","Auteuil",443185.25708912
"78036","Autouillet",315397.26091586
"78043","Bailly",3049706.97325096
"78048","Bazainville",288237.76163818
"78049","Bazemont",475313.62041888
"78050","Bazoches-sur-Guyonne",829856.03006398
"78053","Behoust",235205.48214803
"78057","Bennecourt",185552.94234205
"78062","Beynes",631575.14117002
"78068","Blaru",109308.18185031
"78070","Boinville-en-Mantois",287064.91029615
"78071","Boinville-le-Gaillard",111723.76478642
"78072","Boinvilliers",210203.87641665
"78073","Bois-d'Arcy",2773058.84986359
"78076","Boissets",73148.57297013
"78077","La Boissiere-Ecole",42192.51707191
"78082","Boissy-Mauvoisin",161830.72239615
"78084","Boissy-sans-Avoir",486538.45296079
"78087","Bonnelles",503112.81341396
"78089","Bonnieres-sur-Seine",172751.39475111
"78090","Bouafle",1304006.28553931
"78092","Bougival",3772799.96234944
"78096","Bourdonne",139974.17567894
"78104","Breuil-Bois-Robert",343570.33865359
"78107","Breval",113854.99934274
"78108","Les Breviaires",261357.00943966
"78113","Brueil-en-Vexin",438355.31698325
"78117","Buc",2468762.77146058
"78118","Buchelay",430458.81182443
"78120","Bullion",382383.228415
"78123","Carrieres-sous-Poissy",2078951.16079337
"78124","Carrieres-sur-Seine",4005352.22938328
"78125","La Celle-les-Bordes",275774.33111888
"78126","La Celle-Saint-Cloud",4020765.71849289
"78128","Cernay-la-Ville",446637.55176142
"78133","Chambourcy",2505842.93602199
"78138","Chanteloup-les-Vignes",1481413.65755585
"78140","Chapet",1339511.43065854
"78143","Chateaufort",1898716.32255276
"78146","Chatou",4047423.00095929
"78147","Chaufour-les-Bonnieres",175426.27915011
"78152","Chavenay",1546895.05596775
"78158","Le Chesnay",3755174.58959884
"78160","Chevreuse",777470.2388333
"78162","Choisel",583339.42400816
"78163","Civry-la-Foret",114039.85494426
"78164","Clairefontaine-en-Yvelines",342517.63014419
"78165","Les Clayes-sous-Bois",1659385.65429223
"78168","Coignieres",1034210.80921302
"78171","Conde-sur-Vesgre",102999.78667053
"78172","Conflans-Sainte-Honorine",2199062.46487351
"78185","Courgent",199539.59388425
"78188","Cravent",114321.39059105
"78189","Crespieres",1106021.24849983
"78190","Croissy-sur-Seine",3438791.9538337
"78192","Dammartin-en-Serve",139706.08667339
"78193","Dampierre-en-Yvelines",645339.17171335
"78194","Dannemarie",110074.05261597
"78196","Davron",1234268.16781784
"78202","Drocourt",285407.82830154
"78206","Ecquevilly",1348843.10583724
"78208","Elancourt",1344367.14824793
"78209","Emance",60769.70182131
"78217","Epone",874749.63698655
"78220","Les Essarts-le-Roi",740726.3260567
"78224","L'Etang-la-Ville",2498270.73584442
"78227","Evecquemont",909636.21813417
"78230","La Falaise",729801.21000948
"78231","Favrieux",294391.9473121
"78233","Feucherolles",1693792.25180912
"78234","Flacourt",192678.77355452
"78236","Flexanville",175075.7189069
"78237","Flins-Neuve-Eglise",111426.33592831
"78238","Flins-sur-Seine",1268678.77858254
"78239","Follainville-Dennemont",237879.02235132
"78242","Fontenay-le-Fleury",2349753.26500653
"78245","Fontenay-Mauvoisin",293024.84217676
"78246","Fontenay-Saint-Pere",277420.25294468
"78251","Fourqueux",2320078.97952533
"78255","Freneuse",164639.80177111
"78261","Gaillon-sur-Montcient",817386.72630661
"78262","Galluis",711921.48133417
"78263","Gambais",211288.88648987
"78264","Gambaiseuil",165728.81624899
"78265","Garancieres",344006.42509149
"78267","Gargenville",740237.56492905
"78269","Gazeran",148597.24447776
"78276","Gommecourt",89927.08720451
"78278","Goupillieres",216065.10588334
"78281","Goussonville",291015.90640871
"78283","Grandchamp",35724.76692959
"78285","Gressey",92462.11481388
"78289","Grosrouvre",265093.23709388
"78290","Guernes",147097.36175285
"78291","Guerville",275714.26793386
"78296","Guitrancourt",375314.09820134
"78297","Guyancourt",2149994.63895516
"78299","Hardricourt",1012200.33238129
"78300","Hargeville",215631.96620003
"78302","La Hauteville",33737.32183761
"78305","Herbeville",598078.79859815
"78307","Hermeray",53127.27926878
"78310","Houdan",186442.06627073
"78311","Houilles",4136397.68109608
"78314","Issou",684921.35559442
"78317","Jambville",381685.68161945
"78320","Jeufosse",216681.61987442
