"ID","NAMES","total_AsTheCowRolls_POT_20"
"75101","Paris 1er Arrondissement",3323809.85986114
"75102","Paris 2e  Arrondissement",3286507.52236984
"75103","Paris 3e  Arrondissement",3338389.3802466
"75104","Paris 4e  Arrondissement",3373282.35772387
"75105","Paris 5e  Arrondissement",3339098.93171182
"75106","Paris 6e  Arrondissement",3311759.63782731
"75107","Paris 7e  Arrondissement",3244241.17967247
"75108","Paris 8e  Arrondissement",3339845.86427402
"75109","Paris 9e  Arrondissement",3358421.10568789
"75110","Paris 10e  Arrondissement",3409181.99288097
"75111","Paris 11e  Arrondissement",3289066.51403486
"75112","Paris 12e  Arrondissement",3308274.73192306
"75113","Paris 13e  Arrondissement",3317776.39172402
"75114","Paris 14e  Arrondissement",3273815.69087646
"75115","Paris 15e  Arrondissement",3113189.34674644
"75116","Paris 16e  Arrondissement",3163115.76294523
"75117","Paris 17e  Arrondissement",3287331.99758262
"75118","Paris 18e  Arrondissement",3253409.67945968
"75119","Paris 19e  Arrondissement",3208670.85823567
"75120","Paris 20e  Arrondissement",3254345.92371077
"77001","Acheres-la-Foret",76530.34602232
"77002","Amillis",36425.49322455
"77003","Amponville",43491.00779881
"77004","Andrezel",121240.15844108
"77005","Annet-sur-Marne",694616.59163582
"77006","Arbonne-la-Foret",144352.86464782
"77007","Argentieres",82637.52465946
"77008","Armentieres-en-Brie",68576.34233246
"77009","Arville",17190.34747078
"77010","Aubepierre-Ozouer-le-Repos",68302.89359085
"77011","Aufferville",28620.97527709
"77012","Augers-en-Brie",14373.63557042
"77013","Aulnoy",52876.2097254
"77014","Avon",115151.19144625
"77015","Baby",10981.63563159
"77016","Bagneaux-sur-Loing",40925.04237474
"77018","Bailly-Romainvilliers",501568.08066173
"77019","Balloy",25948.03628062
"77020","Bannost-Villegagnon",26905.1152776
"77021","Barbey",33224.10327599
"77022","Barbizon",207553.79677995
"77023","Barcy",153182.08809871
"77024","Bassevelle",20688.83307282
"77025","Bazoches-les-Bray",23896.91140492
"77026","Beauchery-Saint-Martin",11773.89032367
"77027","Beaumont-du-Gatinais",8763.86355902
"77028","Beautheil",36879.97793703
"77029","Beauvoir",95650.69378117
"77030","Bellot",19933.93763169
"77031","Bernay-Vilbert",71066.07821271
"77032","Beton-Bazoches",27434.43202262
"77033","Bezalles",20286.95209704
"77034","Blandy",153207.89648465
"77035","Blennes",14132.54503196
"77036","Boisdon",24651.48967138
"77037","Bois-le-Roi",167704.24055827
"77038","Boissettes",233828.20261854
"77039","Boissise-la-Bertrand",240980.17198479
"77040","Boissise-le-Roi",323087.71438364
"77041","Boissy-aux-Cailles",34977.27616821
"77042","Boissy-le-Chatel",43380.8609108
"77043","Boitron",21336.72195158
"77044","Bombon",66182.58756322
"77045","Bougligny",24530.2678892
"77046","Boulancourt",14686.73180597
"77047","Bouleurs",271824.5753196
"77048","Bourron-Marlotte",63409.91470309
"77049","Boutigny",205153.55609868
"77050","Bransles",22073.59549251
"77051","Bray-sur-Seine",20034.83032572
"77052","Breau",90161.26510154
"77053","Brie-Comte-Robert",750658.47336758
"77054","La Brosse-Montceaux",37036.15607943
"77055","Brou-sur-Chantereine",1127213.54575107
"77056","Burcy",21511.59555577
"77057","Bussieres",34867.0300565
"77058","Bussy-Saint-Georges",1155993.45617154
"77059","Bussy-Saint-Martin",1013638.83895181
"77060","Buthiers",25029.00279287
"77061","Cannes-Ecluse",43940.00855409
"77062","Carnetin",604993.46155045
"77063","La Celle-sur-Morin",91304.17325158
"77065","Cely",299784.16955074
"77066","Cerneux",16232.72989329
"77067","Cesson",378808.42474738
"77068","Cessoy-en-Montois",20967.77035004
"77069","Chailly-en-Biere",253283.99594839
"77070","Chailly-en-Brie",53171.88303732
"77071","Chaintreaux",28355.11723417
"77072","Chalautre-la-Grande",7773.78154636
"77073","Chalautre-la-Petite",18345.59498924
"77075","Chalifert",532172.84574209
"77076","Chalmaison",18911.60394628
"77077","Chambry",179299.83693021
"77078","Chamigny",47930.05670737
"77079","Champagne-sur-Seine",81704.77782233
"77080","Champcenest",17999.78879083
"77081","Champdeuil",255474.36616733
"77082","Champeaux",123688.16776972
"77083","Champs-sur-Marne",1689460.6753606
"77084","Changis-sur-Marne",115650.40350273
"77085","Chanteloup-en-Brie",779966.0366381
"77086","La Chapelle-Gauthier",93003.10793298
"77087","La Chapelle-Iger",45490.76467346
"77088","La Chapelle-la-Reine",92520.99096309
"77089","La Chapelle-Rablais",38020.78561206
"77090","La Chapelle-Saint-Sulpice",24426.20260506
"77091","Les Chapelles-Bourbon",197650.30571975
"77093","La Chapelle-Moutils",11546.86218751
"77094","Charmentray",337977.58665402
"77095","Charny",327085.15653814
"77096","Chartrettes",145045.79391052
"77097","Chartronges",21137.35533525
"77098","Chateaubleau",23347.93036743
"77099","Chateau-Landon",19053.91924033
"77100","Le Chatelet-en-Brie",139371.77052844
"77101","Chatenay-sur-Seine",26113.92198056
"77102","Chatenoy",33202.65152866
"77103","Chatillon-la-Borde",125091.95658663
"77104","Chatres",252916.987748
"77106","Chauffry",30129.16086243
"77107","Chaumes-en-Brie",150275.45314404
"77108","Chelles",1510554.48781835
"77109","Chenoise",26102.16965645
"77110","Chenou",17287.72421837
"77111","Chessy",620167.57438061
"77112","Chevrainvilliers",33757.46550373
"77113","Chevru",29267.159901
"77114","Chevry-Cossigny",585969.35232855
"77115","Chevry-en-Sereine",22674.69861221
"77116","Choisy-en-Brie",30235.82932427
"77117","Citry",20828.63320028
"77118","Claye-Souilly",954483.91598696
"77119","Clos-Fontaine",31250.84084824
"77120","Cocherel",46261.66258592
"77121","Collegien",1386738.15476173
"77122","Combs-la-Ville",620801.01679656
"77123","Compans",789964.511656
"77124","Conches-sur-Gondoire",816977.50606615
"77125","Conde-Sainte-Libiaire",296329.95390405
"77126","Congis-sur-Therouanne",62908.35879576
"77127","Coubert",439380.28812099
"77128","Couilly-Pont-aux-Dames",487288.56375182
"77129","Coulombs-en-Valois",20966.28117793
"77130","Coulommes",228213.10694836
"77131","Coulommiers",70283.22542986
"77132","Coupvray",449343.59058554
"77133","Courcelles-en-Bassee",28357.02709191
"77134","Courchamp",17680.95475525
"77135","Courpalay",59430.35975096
"77136","Courquetaine",207550.28118821
"77137","Courtacon",24095.31038497
"77138","Courtomer",55005.35764573
"77139","Courtry",1208936.01778265
"77140","Coutencon",30799.5858533
"77141","Coutevroult",375723.85586275
"77142","Crecy-la-Chapelle",253491.86831145
"77143","Cregy-les-Meaux",254014.57865408
"77144","Crevecoeur-en-Brie",155061.92386772
"77145","Crisenoy",258484.45364215
"77146","Croissy-Beaubourg",1520376.821155
"77147","La Croix-en-Brie",24750.37796205
"77148","Crouy-sur-Ourcq",22351.86479027
"77149","Cucharmoy",21617.50245515
"77150","Cuisy",155570.7338327
"77151","Dagny",36267.41243507
"77152","Dammarie-les-Lys",253710.20736621
"77153","Dammartin-en-Goele",393964.45033363
"77154","Dammartin-sur-Tigeaux",162411.01579008
"77155","Dampmart",599236.02781593
"77156","Darvault",62442.06404588
"77157","Dhuisy",43348.65112487
"77158","Diant",22390.80157303
"77159","Donnemarie-Dontilly",26523.94902475
"77161","Dormelles",40023.06346658
"77162","Doue",35880.19084416
"77163","Douy-la-Ramee",55262.94231611
"77164","Echouboulains",41913.96917804
"77165","Les Ecrennes",88942.84930414
"77166","Ecuelles",66494.25197712
"77167","Egligny",21585.30779468
"77168","Egreville",26844.1294668
"77169","Emerainville",1598090.94451232
"77170","Episy",74260.10169516
"77171","Esbly",366251.04165569
"77172","Esmans",44712.88003913
"77173","Etrepilly",86985.72000688
"77174","Everly",19126.88887804
"77175","Evry-Gregy-sur-Yerre",558040.73918434
"77176","Faremoutiers",86708.13277604
"77177","Favieres",376816.8204425
"77178","Fay-les-Nemours",34634.40700266
"77179","Fericy",87187.44913939
"77180","Ferolles-Attilly",816060.90062134
"77181","Ferrieres-en-Brie",1324338.96751564
"77182","La Ferte-Gaucher",23806.66983746
"77183","La Ferte-sous-Jouarre",78062.32342682
"77184","Flagy",35824.41720486
"77185","Fleury-en-Biere",277432.21057099
"77186","Fontainebleau",135819.01098903
"77187","Fontaine-Fourches",10458.00820659
"77188","Fontaine-le-Port",114312.40871977
"77190","Fontains",29986.47330401
"77191","Fontenailles",60911.79343835
"77192","Fontenay-Tresigny",168662.38478229
"77193","Forfry",76561.84643951
"77194","Forges",56499.60713273
"77195","Fouju",166320.34820155
"77196","Fresnes-sur-Marne",627475.26547665
"77197","Fretoy",26616.21950786
"77198","Fromont",27444.87329041
"77199","Fublaines",137385.82473794
"77200","Garentreville",21378.91657188
"77201","Gastins",34679.86121588
"77202","La Genevraye",60816.97031542
"77203","Germigny-l'Eveque",89340.18083377
"77204","Germigny-sous-Coulombs",18599.89382082
"77205","Gesvres-le-Chapitre",91903.33619234
"77206","Giremoutiers",86177.17565251
"77207","Gironville",16483.03314933
"77208","Gouaix",15929.38225589
"77209","Gouvernes",1020952.07938749
"77210","La Grande-Paroisse",47573.44052269
"77211","Grandpuits-Bailly-Carrois",48153.50911266
"77212","Gravon",23850.49308395
"77214","Gressy",775085.15928977
"77215","Gretz-Armainvilliers",569776.09575244
"77216","Grez-sur-Loing",68977.76595596
"77217","Grisy-Suisnes",498703.30175984
"77218","Grisy-sur-Seine",15987.57833624
"77219","Guerard",141203.43192458
"77220","Guercheville",31307.40766348
"77221","Guermantes",955707.51563407
"77222","Guignes",204299.34527356
"77223","Gurcy-le-Chatel",26746.48078776
"77224","Hautefeuille",73000.65623428
"77225","La Haute-Maison",118765.10750069
"77226","Hericy",102358.77920816
"77227","Herme",17857.89412484
"77228","Hondevilliers",23240.62422646
"77229","La Houssaye-en-Brie",187185.87226886
"77230","Ichy",17553.46782328
"77231","Isles-les-Meldeuses",72208.01372529
"77232","Isles-les-Villenoy",277582.69188647
"77233","Iverny",249935.37964454
"77234","Jablines",366804.3010285
"77235","Jaignes",61163.21747573
"77236","Jaulnes",19490.5981243
"77237","Jossigny",894106.44335122
"77238","Jouarre",64007.11103002
"77239","Jouy-le-Chatel",43688.63814764
"77240","Jouy-sur-Morin",24215.61981154
"77241","Juilly",317049.85921464
"77242","Jutigny",22332.08000259
"77243","Lagny-sur-Marne",954490.92891833
"77244","Larchant",51064.3173901
"77245","Laval-en-Brie",44838.88205541
"77246","Lechelle",13758.39048332
"77247","Lescherolles",15923.07865431
"77248","Lesches",378040.05027658
"77249","Lesigny",1053166.6387093
"77250","Leudon-en-Brie",20196.35308917
"77251","Lieusaint",642509.78736483
"77252","Limoges-Fourches",456550.94781929
"77253","Lissy",357949.46197057
"77254","Liverdy-en-Brie",223825.65132525
"77255","Livry-sur-Seine",204586.97713304
"77256","Lizines",22104.00464861
"77257","Lizy-sur-Ourcq",60454.68019631
"77258","Lognes",1654188.49442052
"77259","Longperrier",378831.88321027
"77260","Longueville",21916.08946465
"77261","Lorrez-le-Bocage-Preaux",29089.60991521
"77262","Louan-Villegruis-Fontaine",5673.21443641
"77263","Luisetaines",20903.82727742
"77264","Lumigny-Nesles-Ormeaux",116946.04301311
"77265","Luzancy",40833.06269038
"77266","Machault",82751.31284461
"77267","La Madeleine-sur-Loing",29619.10690491
"77268","Magny-le-Hongre",485421.01546593
"77269","Maincy",268565.44399416
"77270","Maisoncelles-en-Brie",118113.8050184
"77271","Maisoncelles-en-Gatinais",19443.40708119
"77272","Maison-Rouge",26917.7464355
"77273","Marchemoret",208419.81806819
"77274","Marcilly",109492.67689549
"77275","Les Marets",15147.20165162
"77276","Mareuil-les-Meaux",261748.95588637
"77277","Marles-en-Brie",155687.18987503
"77278","Marolles-en-Brie",35598.42977053
"77279","Marolles-sur-Seine",40373.59583452
"77280","Mary-sur-Marne",58556.14399554
"77281","Mauperthuis",59703.02971082
"77282","Mauregard",690432.58180442
"77283","May-en-Multien",46049.08648838
"77284","Meaux",283101.16484001
"77285","Le Mee-sur-Seine",308747.96224844
"77286","Meigneux",22605.38245138
"77287","Meilleray",7762.82442853
"77288","Melun",332802.93994777
"77289","Melz-sur-Seine",13678.6483773
"77290","Mery-sur-Marne",34836.78156127
"77291","Le Mesnil-Amelot",809697.86648484
"77292","Messy",701472.37517269
"77293","Misy-sur-Yonne",28179.15616614
"77294","Mitry-Mory",1075140.42684943
"77295","Moisenay",194647.37727702
"77296","Moissy-Cramayel",537587.44613465
"77297","Mondreville",12252.89441576
"77298","Mons-en-Montois",20807.03617163
"77299","Montarlot",59847.98343546
"77300","Montceaux-les-Meaux",197247.41145165
"77301","Montceaux-les-Provins",11215.68362483
"77302","Montcourt-Fromonville",60874.56641868
"77303","Montdauphin",7102.66507552
"77304","Montenils",5119.00103169
"77305","Montereau-Fault-Yonne",55799.78123713
"77306","Montereau-sur-le-Jard",387399.5709284
"77307","Montevrain",714214.39278029
"77308","Montge-en-Goele",200647.59934518
"77309","Monthyon",164370.88552938
"77310","Montigny-le-Guesdier",14851.86813374
"77311","Montigny-Lencoup",37849.76409186
"77312","Montigny-sur-Loing",69044.36676021
"77313","Montmachoux",29740.35199467
"77314","Montolivet",7787.3626165
"77315","Montry",388311.87888584
"77316","Moret-sur-Loing",69681.21455359
"77317","Mormant",81644.16774087
"77318","Mortcerf",170909.42865336
"77319","Mortery",19520.47548949
"77320","Mouroux",80050.73871401
"77321","Mousseaux-les-Bray",21223.85694635
"77322","Moussy-le-Neuf",409615.47572643
"77323","Moussy-le-Vieux",293306.26440572
"77325","Mouy-sur-Seine",22231.63527001
"77326","Nandy",442821.98604762
"77327","Nangis",44918.34659363
"77328","Nanteau-sur-Essonne",26518.98507056
"77329","Nanteau-sur-Lunain",37186.33347006
"77330","Nanteuil-les-Meaux",245377.99336945
"77331","Nanteuil-sur-Marne",26061.26438726
"77332","Nantouillet",341954.06973156
"77333","Nemours",66214.9296087
"77335","Chauconin-Neufmontiers",270207.19802934
"77336","Neufmoutiers-en-Brie",255987.58973443
"77337","Noisiel",1595984.26184012
"77338","Noisy-Rudignon",44835.14419097
"77339","Noisy-sur-Ecole",75750.48536016
"77340","Nonville",49124.9495073
"77341","Noyen-sur-Seine",16730.94332474
"77342","Obsonville",20003.89205771
"77343","Ocquerre",41887.62660062
"77344","Oissery",88380.18412509
"77345","Orly-sur-Morin",22783.97138075
"77347","Les Ormes-sur-Voulzie",22186.15953419
"77348","Ormesson",43106.20786889
"77349","Othis",201536.54836146
"77350","Ozoir-la-Ferriere",777065.09365365
"77352","Ozouer-le-Voulgis",198272.26413126
"77353","Paley",30123.56065602
"77354","Pamfou",82514.34984039
"77355","Paroy",23395.43964845
"77356","Passy-sur-Seine",11999.85602073
"77357","Pecy",36966.12359915
"77358","Penchard",222313.96294092
"77359","Perthes",346064.72301051
"77360","Pezarches",90902.53112709
"77361","Pierre-Levee",159005.05865061
"77363","Le Pin",1078770.27800382
"77364","Le Plessis-aux-Bois",187687.31443483
"77365","Le Plessis-Feu-Aussoux",55162.9903225
"77366","Le Plessis-l'Eveque",225112.15540817
"77367","Le Plessis-Placy",55036.39814872
"77368","Poigny",20301.7119161
"77369","Poincy",150071.80212441
"77370","Poligny",32223.95018826
"77371","Pommeuse",92673.10758847
"77372","Pomponne",915664.06536732
"77373","Pontault-Combault",1355942.47263429
"77374","Pontcarre",1076910.42230406
"77376","Precy-sur-Marne",384475.04915207
"77377","Presles-en-Brie",354954.35052162
"77378","Pringy",296986.66127043
"77379","Provins",22137.97398664
"77380","Puisieux",63919.40193223
"77381","Quiers",40909.52035847
"77382","Quincy-Voisins",349168.51403045
"77383","Rampillon",27504.41507169
"77384","Reau",523080.40145843
"77385","Rebais",35234.02620378
"77386","Recloses",78229.95532476
"77387","Remauville",28662.35082259
"77388","Reuil-en-Brie",66377.18133922
"77389","La Rochette",220983.510825
"77390","Roissy-en-Brie",999359.51305552
"77391","Rouilly",17392.33196854
"77392","Rouvres",348541.03828193
"77393","Rozay-en-Brie",108857.94058985
"77394","Rubelles",300799.06464491
"77395","Rumont",24809.50424243
"77396","Rupereux",13300.87675683
"77397","Saacy-sur-Marne",31013.6438365
"77398","Sablonnieres",22638.21474868
"77399","Saint-Ange-le-Viel",29570.27492462
"77400","Saint-Augustin",55559.09232027
"77401","Sainte-Aulde",42896.66640356
"77402","Saint-Barthelemy",14112.48847911
"77403","Saint-Brice",18803.12498325
"77404","Sainte-Colombe",21989.98313711
"77405","Saint-Cyr-sur-Morin",35741.21541292
"77406","Saint-Denis-les-Rebais",35593.67192296
"77407","Saint-Fargeau-Ponthierry",449644.18450101
"77408","Saint-Fiacre",166154.50146534
"77409","Saint-Germain-Laval",48634.4054972
"77410","Saint-Germain-Laxis",288471.86218544
"77411","Saint-Germain-sous-Doue",33529.57933351
"77412","Saint-Germain-sur-Ecole",225668.26386454
"77413","Saint-Germain-sur-Morin",410667.76560519
"77414","Saint-Hilliers",17322.90305008
"77415","Saint-Jean-les-Deux-Jumeaux",144658.50752022
"77416","Saint-Just-en-Brie",18684.88669171
"77417","Saint-Leger",23566.57458195
"77418","Saint-Loup-de-Naud",21690.42023127
"77419","Saint-Mammes",79905.8138321
"77420","Saint-Mard",509879.54908426
"77421","Saint-Mars-Vieux-Maisons",18096.76140577
"77423","Saint-Martin-des-Champs",17782.33617635
"77424","Saint-Martin-du-Boschet",9368.95003587
"77425","Saint-Martin-en-Biere",194541.29491966
"77426","Saint-Mery",95929.09211378
"77427","Saint-Mesmes",453895.20783241
"77428","Saint-Ouen-en-Brie",67636.18191014
"77429","Saint-Ouen-sur-Morin",33979.08977616
"77430","Saint-Pathus",116173.56725237
"77431","Saint-Pierre-les-Nemours",59125.66392509
"77432","Saint-Remy-la-Vanne",31707.73574264
"77433","Saints",51053.63155531
"77434","Saint-Sauveur-les-Bray",18879.32761485
"77435","Saint-Sauveur-sur-Ecole",229651.57820712
"77436","Saint-Simeon",35107.76970929
"77437","Saint-Soupplets",162057.79422118
"77438","Saint-Thibault-des-Vignes",1108543.95760816
"77439","Salins",41781.13108154
"77440","Sammeron",142547.30940896
"77441","Samois-sur-Seine",98028.52490226
"77442","Samoreau",116351.17245402
"77443","Sancy",157745.92113963
"77444","Sancy-les-Provins",12812.41682876
"77445","Savigny-le-Temple",464497.41675657
"77446","Savins",22255.45398723
"77447","Seine-Port",335850.15400146
"77448","Sept-Sorts",95609.40845209
"77449","Serris",651413.24842606
"77450","Servon",1034234.55332152
"77451","Signy-Signets",86965.67852363
"77452","Sigy",23352.88218816
"77453","Sivry-Courtry",180508.02098105
"77454","Sognolles-en-Montois",20991.49672441
"77455","Soignolles-en-Brie",357082.30848361
"77456","Soisy-Bouy",16921.16199267
"77457","Solers",321518.47267659
"77458","Souppes-sur-Loing",32850.33494876
"77459","Sourdun",19971.90320982
"77460","Tancrou",54582.81839299
"77461","Thenisy",23052.21217505
"77462","Thieux",553301.71589312
"77463","Thomery",82517.75547378
"77464","Thorigny-sur-Marne",721589.6933298
"77465","Thoury-Ferottes",31950.73316231
"77466","Tigeaux",224832.95085241
"77467","La Tombe",34527.42398936
"77468","Torcy",1384623.63704139
"77469","Touquin",78121.91024723
"77470","Tournan-en-Brie",436368.35197962
"77471","Tousson",56387.44794261
"77472","La Tretoire",25686.0264123
"77473","Treuzy-Levelay",41912.37587592
"77474","Trilbardou",394812.62831003
"77475","Trilport",160514.81276843
"77476","Trocy-en-Multien",68454.36856023
"77477","Ury",123261.82925939
"77478","Ussy-sur-Marne",130926.81869486
"77479","Vaires-sur-Marne",1092089.15443661
"77480","Valence-en-Brie",72743.05093407
"77481","Vanville",27543.29480282
"77482","Varennes-sur-Seine",57602.7488869
"77483","Varreddes",135753.33928465
"77484","Vaucourtois",169488.61263518
"77485","Le Vaudoue",63930.8525408
"77486","Vaudoy-en-Brie",59652.86581838
"77487","Vaux-le-Penil",222167.34136431
"77489","Vaux-sur-Lunain",19683.54663545
"77490","Vendrest",27723.1500226
"77491","Veneux-les-Sablons",74578.41847456
"77492","Verdelot",14157.21437982
"77493","Verneuil-l'Etang",126764.47616267
"77494","Vernou-la-Celle-sur-Seine",61591.72963731
"77495","Vert-Saint-Denis",436382.28860622
"77496","Vieux-Champagne",20666.68008412
"77498","Vignely",343377.55498901
"77500","Villebeon",19479.82004371
"77501","Villecerf",59350.87085848
"77504","Villemarechal",34870.86920974
"77505","Villemareuil",172841.71764987
"77506","Villemer",55429.83580663
"77507","Villenauxe-la-Petite",15926.28763889
"77508","Villeneuve-le-Comte",603499.59313046
"77509","Villeneuve-les-Bordes",32282.56964216
"77510","Villeneuve-Saint-Denis",634386.89588659
"77511","Villeneuve-sous-Dammartin",433654.17080808
"77512","Villeneuve-sur-Bellot",13538.70864383
"77513","Villenoy",338592.27481707
"77514","Villeparisis",1328768.7802961
"77515","Villeroy",287615.08608964
"77516","Ville-Saint-Jacques",54366.37968935
"77517","Villevaude",982781.18225094
"77518","Villiers-en-Biere",235916.65080803
"77519","Villiers-Saint-Georges",11963.53114572
"77520","Villiers-sous-Grez",67073.98277629
"77521","Villiers-sur-Morin",422349.47330554
"77522","Villiers-sur-Seine",14996.22712635
"77523","Villuis",12831.51315406
"77524","Vimpelles",20588.63002223
"77525","Vinantes",171367.61558189
"77526","Vincy-Manoeuvre",34786.75112852
"77527","Voinsles",60556.58344478
"77528","Voisenon",364735.36910698
"77529","Voulangis",282152.94732989
"77530","Voulton",13759.41920071
"77531","Voulx",27549.82455748
"77532","Vulaines-les-Provins",23973.67710666
"77533","Vulaines-sur-Seine",109689.03223272
"77534","Yebles",203950.09853093
"78003","Ablis",81271.94967308
"78005","Acheres",864276.9908849
"78006","Adainville",30419.08767116
"78007","Aigremont",1255928.53178681
"78009","Allainville",65397.10678289
"78010","Les Alluets-le-Roi",496703.44230564
"78013","Andelu",165735.90915104
"78015","Andresy",777011.9313414
"78020","Arnouville-les-Mantes",111396.12604424
"78029","Aubergenville",541622.73894489
"78030","Auffargis",256331.5751401
"78031","Auffreville-Brasseuil",195617.93415574
"78033","Aulnay-sur-Mauldre",286512.17731596
"78034","Auteuil",220095.35168387
"78036","Autouillet",155885.13287587
"78043","Bailly",1551690.22254835
"78048","Bazainville",142763.15702196
"78049","Bazemont",232038.34676443
"78050","Bazoches-sur-Guyonne",415443.04969784
"78053","Behoust",116328.70951802
"78057","Bennecourt",88357.73216219
"78062","Beynes",312050.30610614
"78068","Blaru",51600.77858427
"78070","Boinville-en-Mantois",138319.59714828
"78071","Boinville-le-Gaillard",55030.65839888
"78072","Boinvilliers",100735.99117639
"78073","Bois-d'Arcy",1406389.8196835
"78076","Boissets",35079.63475895
"78077","La Boissiere-Ecole",20634.52868503
"78082","Boissy-Mauvoisin",76983.05206547
"78084","Boissy-sans-Avoir",242582.56148851
"78087","Bonnelles",250752.86628871
"78089","Bonnieres-sur-Seine",82145.34012348
"78090","Bouafle",651663.84620098
"78092","Bougival",1915809.87164334
"78096","Bourdonne",69207.07237838
"78104","Breuil-Bois-Robert",166144.56016586
"78107","Breval",54031.65604556
"78108","Les Breviaires",130077.05076351
"78113","Brueil-en-Vexin",214910.81740802
"78117","Buc",1249298.84099441
"78118","Buchelay",209403.18083675
"78120","Bullion",190043.98067109
"78123","Carrieres-sous-Poissy",1046770.86001551
"78124","Carrieres-sur-Seine",2029611.09922054
"78125","La Celle-les-Bordes",136707.63273561
"78126","La Celle-Saint-Cloud",2046294.50216886
"78128","Cernay-la-Ville",222298.65985586
"78133","Chambourcy",1266291.42218791
"78138","Chanteloup-les-Vignes",740540.81218261
"78140","Chapet",670521.60342513
"78143","Chateaufort",958491.69377608
"78146","Chatou",2057690.32714483
"78147","Chaufour-les-Bonnieres",83501.73882034
"78152","Chavenay",777731.54128252
"78158","Le Chesnay",1913904.25631208
"78160","Chevreuse",389100.15555201
"78162","Choisel",291081.64407154
"78163","Civry-la-Foret",54758.594558
"78164","Clairefontaine-en-Yvelines",169946.10130946
"78165","Les Clayes-sous-Bois",836375.53410021
"78168","Coignieres",519557.8256382
"78171","Conde-sur-Vesgre",50845.55860623
"78172","Conflans-Sainte-Honorine",1107605.82689067
"78185","Courgent",95759.79882137
"78188","Cravent",54162.91200692
"78189","Crespieres",550765.30839699
"78190","Croissy-sur-Seine",1744204.72774907
"78192","Dammartin-en-Serve",66713.40168231
"78193","Dampierre-en-Yvelines",321597.18926538
"78194","Dannemarie",54383.82256697
"78196","Davron",616831.04673625
"78202","Drocourt",138143.00844448
"78206","Ecquevilly",675112.58002444
"78208","Elancourt",676881.18178708
"78209","Emance",29857.6656543
"78217","Epone",432948.45651838
"78220","Les Essarts-le-Roi",370616.97005245
"78224","L'Etang-la-Ville",1261773.38135362
"78227","Evecquemont",452464.23586105
"78230","La Falaise",359888.65462227
"78231","Favrieux",141859.67371703
"78233","Feucherolles",850716.59137919
"78234","Flacourt",92078.88049911
"78236","Flexanville",85466.6721015
"78237","Flins-Neuve-Eglise",52997.37440019
"78238","Flins-sur-Seine",633209.74669533
"78239","Follainville-Dennemont",114170.62404127
"78242","Fontenay-le-Fleury",1188352.33231794
"78245","Fontenay-Mauvoisin",141175.92477107
"78246","Fontenay-Saint-Pere",133764.8475173
"78251","Fourqueux",1169804.82040302
"78255","Freneuse",78157.46193261
"78261","Gaillon-sur-Montcient",406770.56004423
"78262","Galluis",355990.0780419
"78263","Gambais",104667.83770218
"78264","Gambaiseuil",82016.8898259
"78265","Garancieres",171018.02627276
"78267","Gargenville",365517.26944265
"78269","Gazeran",73538.82028114
"78276","Gommecourt",42631.28493932
"78278","Goupillieres",105117.88979545
"78281","Goussonville",140705.69281606
"78283","Grandchamp",17554.9452398
"78285","Gressey",44924.50783987
"78289","Grosrouvre",131865.16410039
"78290","Guernes",69589.93880196
"78291","Guerville",132610.89651228
"78296","Guitrancourt",182427.2227364
"78297","Guyancourt",1086134.36903907
"78299","Hardricourt",504603.43795758
"78300","Hargeville",104195.3451764
"78302","La Hauteville",16527.54076204
"78305","Herbeville",294205.79569771
"78307","Hermeray",25998.84228715
"78310","Houdan",92101.01797631
"78311","Houilles",2099238.66888152
"78314","Issou",337434.71697237
"78317","Jambville",188043.33807744
"78320","Jeufosse",103547.19505454
