"ID","NAMES","total_AsTheCrowFlies_POT_10000"
"78321","Jouars-Pontchartrain",132572.11474703
"78322","Jouy-en-Josas",584165.6447018
"78324","Jouy-Mauvoisin",60752.82536353
"78325","Jumeauville",62674.21376154
"78327","Juziers",95824.00550903
"78329","Lainville-en-Vexin",54361.54212988
"78334","Levis-Saint-Nom",117027.06463182
"78335","Limay",78825.18403805
"78337","Limetz-Villez",20124.93636269
"78343","Les Loges-en-Josas",468229.27228547
"78344","Lommoye",20083.27768429
"78346","Longnes",27164.97111719
"78349","Longvilliers",29435.94574579
"78350","Louveciennes",666200.14341827
"78354","Magnanville",68593.33605237
"78356","Magny-les-Hameaux",220800.79077128
"78358","Maisons-Laffitte",709196.53020656
"78361","Mantes-la-Jolie",69870.3958841
"78362","Mantes-la-Ville",74190.79549481
"78364","Marcq",59688.35589125
"78366","Mareil-le-Guyon",85860.37483987
"78367","Mareil-Marly",470495.48992483
"78368","Mareil-sur-Mauldre",89162.25689833
"78372","Marly-le-Roi",541346.20656601
"78380","Maule",76337.9894787
"78381","Maulette",11301.8805011
"78382","Maurecourt",296480.50477703
"78383","Maurepas",141034.81566951
"78384","Medan",214189.51824446
"78385","Menerville",42568.64644107
"78389","Mere",63490.24375527
"78391","Mericourt",46375.6641487
"78396","Le Mesnil-le-Roi",650620.26299091
"78397","Le Mesnil-Saint-Denis",151759.59765659
"78398","Les Mesnuls",68485.83694999
"78401","Meulan-en-Yvelines",132261.41795646
"78402","Mezieres-sur-Seine",83624.0963681
"78403","Mezy-sur-Seine",104992.32134625
"78404","Millemont",24945.95797265
"78406","Milon-la-Chapelle",191873.07255443
"78407","Mittainville",6540.45021886
"78410","Moisson",40007.77161862
"78413","Mondreville",16955.97783306
"78415","Montainville",74805.26163631
"78416","Montalet-le-Bois",66714.64608716
"78417","Montchauvet",27945.8495955
"78418","Montesson",781860.12109756
"78420","Montfort-l'Amaury",55871.12394567
"78423","Montigny-le-Bretonneux",256231.61376943
"78431","Morainvilliers",155867.27138291
"78437","Mousseaux-sur-Seine",46465.08477982
"78439","Mulcent",27807.89189446
"78440","Les Mureaux",136608.03244797
"78442","Neauphle-le-Chateau",129049.64025568
"78443","Neauphle-le-Vieux",89202.63999803
"78444","Neauphlette",20153.99421121
"78451","Nezel",90599.84853466
"78455","Noisy-le-Roi",381701.06861156
"78460","Oinville-sur-Montcient",86571.62412661
"78464","Orcemont",21567.0231571
"78465","Orgerus",23364.02615506
"78466","Orgeval",179860.65680647
"78470","Orphin",15604.35887288
"78472","Orsonville",6041.25902519
"78474","Orvilliers",19824.18265869
"78475","Osmoy",32741.87886307
"78478","Paray-Douaville",6502.89508404
"78481","Le Pecq",608435.50314903
"78484","Perdreauville",50922.82674436
"78486","Le Perray-en-Yvelines",49044.9485195
"78490","Plaisir",173060.34210961
"78497","Poigny-la-Foret",25104.67817772
"78498","Poissy",284364.20512398
"78499","Ponthevrard",19899.79568015
"78501","Porcheville",84937.85195278
"78502","Le Port-Marly",641817.70858694
"78503","Port-Villez",14113.46864401
"78505","Prunay-le-Temple",24628.91458768
"78506","Prunay-en-Yvelines",9536.48614159
"78513","La Queue-les-Yvelines",36435.16743007
"78516","Raizeux",11576.00761641
"78517","Rambouillet",31169.23449441
"78518","Rennemoulin",337512.32531128
"78520","Richebourg",15184.76773989
"78522","Rochefort-en-Yvelines",30364.20821143
"78524","Rocquencourt",570392.21137967
"78528","Rolleboise",45219.68444682
"78530","Rosay",49340.61824121
"78531","Rosny-sur-Seine",50422.50159039
"78536","Sailly",66593.81198367
"78537","Saint-Arnoult-en-Yvelines",24319.36584335
"78545","Saint-Cyr-l'Ecole",367634.53367747
"78548","Saint-Forget",134171.77477835
"78550","Saint-Germain-de-la-Grange",122079.44320526
"78551","Saint-Germain-en-Laye",505590.02785635
"78557","Saint-Hilarion",15832.63784066
"78558","Saint-Illiers-la-Ville",27758.53537603
"78559","Saint-Illiers-le-Bois",17159.51239596
"78561","Saint-Lambert",171695.58337848
"78562","Saint-Leger-en-Yvelines",30450.00981165
"78564","Saint-Martin-de-Brethencourt",15919.31191357
"78565","Saint-Martin-des-Champs",38565.1229366
"78567","Saint-Martin-la-Garenne",57911.92031767
"78569","Sainte-Mesme",19708.21707259
"78571","Saint-Nom-la-Breteche",284826.10461975
"78575","Saint-Remy-les-Chevreuse",166971.68723693
"78576","Saint-Remy-l'Honore",93868.69216854
"78586","Sartrouville",903130.48427247
"78588","Saulx-Marchais",67100.30787152
"78590","Senlisse",85261.3077547
"78591","Septeuil",37732.91099534
"78597","Soindres",63186.71292719
"78601","Sonchamp",24445.07643553
"78605","Tacoignieres",19011.06925717
"78606","Le Tartre-Gaudran",5548.22908618
"78608","Le Tertre-Saint-Denis",42648.9030082
"78609","Tessancourt-sur-Aubette",127219.19678736
"78615","Thiverval-Grignon",151838.04291667
"78616","Thoiry",51529.42904456
"78618","Tilly",14928.09355577
"78620","Toussus-le-Noble",340026.05616733
"78621","Trappes",208781.37422672
"78623","Le Tremblay-sur-Mauldre",106388.28493329
"78624","Triel-sur-Seine",245990.30258775
"78638","Vaux-sur-Seine",190532.06758399
"78640","Velizy-Villacoublay",903280.89563285
"78642","Verneuil-sur-Seine",185709.37283675
"78643","Vernouillet",199870.5529541
"78644","La Verriere",154123.62677515
"78646","Versailles",549169.02013087
"78647","Vert",61914.28304938
"78650","Le Vesinet",770767.3876074
"78653","Vicq",66358.38209445
"78655","Vieille-Eglise-en-Yvelines",44683.95859647
"78668","La Villeneuve-en-Chevrie",23072.00528635
"78672","Villennes-sur-Seine",222712.72178967
"78674","Villepreux",271808.362521
"78677","Villette",58587.59282108
"78681","Villiers-le-Mahieu",40986.5084143
"78683","Villiers-Saint-Frederic",107459.93867321
"78686","Viroflay",870553.26785619
"78688","Voisins-le-Bretonneux",249441.44790892
"91001","Abbeville-la-Riviere",12980.87552437
"91016","Angerville",6857.00558059
"91017","Angervilliers",45374.43616548
"91021","Arpajon",158607.80613304
"91022","Arrancourt",11482.29369231
"91027","Athis-Mons",685410.62926282
"91035","Authon-la-Plaine",12159.84857778
"91037","Auvernaux",115656.5623398
"91038","Auvers-Saint-Georges",42577.94974259
"91041","Avrainville",108721.06142148
"91044","Ballainvilliers",405503.4841396
"91045","Ballancourt-sur-Essonne",95119.26536839
"91047","Baulne",60423.57088672
"91064","Bievres",719753.81619468
"91067","Blandy",6322.38885311
"91069","Boigneville",6869.61932658
"91075","Bois-Herpin",15501.61768474
"91079","Boissy-la-Riviere",20244.42351582
"91080","Boissy-le-Cutte",41051.39225587
"91081","Boissy-le-Sec",30777.11470256
"91085","Boissy-sous-Saint-Yon",85590.41159505
"91086","Bondoufle",295623.63911093
"91093","Boullay-les-Troux",99911.02130075
"91095","Bouray-sur-Juine",71117.59544688
"91097","Boussy-Saint-Antoine",328417.36192363
"91098","Boutervilliers",23060.19982131
"91099","Boutigny-sur-Essonne",27171.1169536
"91100","Bouville",28156.88180676
"91103","Bretigny-sur-Orge",231501.1441704
"91105","Breuillet",81901.54624726
"91106","Breux-Jouy",67188.09776234
"91109","Brieres-les-Scelles",32126.28233369
"91111","Briis-sous-Forges",105495.68204866
"91112","Brouy",5895.51874386
"91114","Brunoy",411774.67886582
"91115","Bruyeres-le-Chatel",125766.3057804
"91121","Buno-Bonnevaux",11084.17170931
"91122","Bures-sur-Yvette",236533.17269895
"91129","Cerny",49882.78909428
"91130","Chalo-Saint-Mars",19993.15115683
"91131","Chalou-Moulineux",14784.16183324
"91132","Chamarande",61636.84171168
"91135","Champcueil",80185.26800219
"91136","Champlan",576031.24854182
"91137","Champmotteux",7883.43354094
"91145","Chatignonville",11846.69361078
"91148","Chauffour-les-Etrechy",47342.53785948
"91156","Cheptainville",107689.95371328
"91159","Chevannes",118248.85772633
"91161","Chilly-Mazarin",636652.47620115
"91174","Corbeil-Essonnes",244522.11034325
"91175","Corbreuse",16672.63711184
"91179","Le Coudray-Montceaux",159742.72792304
"91180","Courances",29905.58159794
"91182","Courcouronnes",310516.8063877
"91184","Courdimanche-sur-Essonne",21949.95127988
"91186","Courson-Monteloup",89087.7431254
"91191","Crosne",624779.34548229
"91195","Dannemois",39756.87328013
"91198","D'Huison-Longueville",34396.92500433
"91200","Dourdan",23767.01983736
"91201","Draveil",474577.77778689
"91204","Echarcon",203279.40721792
"91207","Egly",121906.28793783
"91215","Epinay-sous-Senart",359234.02581376
"91216","Epinay-sur-Orge",444772.98862215
"91222","Estouches",8623.64233133
"91223","Etampes",24657.75144865
"91225","Etiolles",327466.8897188
"91226","Etrechy",43614.80381581
"91228","Evry",317922.89371752
"91232","La Ferte-Alais",48212.75621676
"91235","Fleury-Merogis",342227.56373176
"91240","Fontaine-la-Riviere",17019.97717035
"91243","Fontenay-les-Briis",119004.91909847
"91244","Fontenay-le-Vicomte",141537.86214313
"91247","La Foret-le-Roi",24319.94921937
"91248","La Foret-Sainte-Croix",18684.95077857
"91249","Forges-les-Bains",67954.23128927
"91272","Gif-sur-Yvette",206106.95305066
"91273","Gironville-sur-Essonne",11263.19044595
"91274","Gometz-la-Ville",134992.56056036
"91275","Gometz-le-Chatel",173999.18112402
"91284","Les Granges-le-Roi",21731.06573878
"91286","Grigny",412584.69423319
"91292","Guibeville",138359.75905526
"91293","Guigneville-sur-Essonne",38084.17144778
"91294","Guillerval",17534.29384179
"91312","Igny",623695.07080607
"91315","Itteville",79630.12471017
"91318","Janville-sur-Juine",57038.89723079
"91319","Janvry",149032.79045049
"91326","Juvisy-sur-Orge",570743.47192807
"91330","Lardy",82013.89582758
"91332","Leudeville",177673.98641936
"91333","Leuville-sur-Orge",226660.55987058
"91338","Limours",85366.78152699
"91339","Linas",233492.06930411
"91340","Lisses",248584.93398799
"91345","Longjumeau",508988.02520972
"91347","Longpont-sur-Orge",307724.2358521
"91359","Maisse",16731.54248609
"91363","Marcoussis",216101.04607548
"91374","Marolles-en-Beauce",17062.32091614
"91376","Marolles-en-Hurepoix",150685.06281594
"91377","Massy",723284.71081701
"91378","Mauchamps",63011.96370882
"91386","Mennecy",164124.12358677
"91390","Mereville",10215.9697979
"91393","Merobert",13650.31410094
"91399","Mespuits",11111.29715543
"91405","Milly-la-Foret",18376.7724247
"91408","Moigny-sur-Ecole",27832.54639026
"91411","Les Molieres",107348.61534814
"91412","Mondeville",59947.60474311
"91414","Monnerville",12402.25577864
"91421","Montgeron",492162.6913411
"91425","Montlhery",291396.9707805
"91432","Morangis",629791.08370145
"91433","Morigny-Champigny",30534.75970473
"91434","Morsang-sur-Orge",404882.27892709
"91435","Morsang-sur-Seine",184888.14195307
"91441","Nainville-les-Roches",85093.37040359
"91457","La Norville",159169.54673153
"91458","Nozay",294894.81770083
"91461","Ollainville",163122.59752563
"91463","Oncy-sur-Ecole",14771.70654551
"91468","Ormoy",189552.64295801
"91469","Ormoy-la-Riviere",22626.8577832
"91471","Orsay",315276.85361529
"91473","Orveau",32653.61076248
"91477","Palaiseau",487263.94133202
"91479","Paray-Vieille-Poste",829573.13787504
"91482","Pecqueuse",65922.52721569
"91494","Le Plessis-Pate",268075.77902781
"91495","Plessis-Saint-Benoist",16491.89617605
"91507","Prunay-sur-Essonne",9448.52254032
"91508","Puiselet-le-Marais",20415.30011889
"91511","Pussay",9517.07325517
"91514","Quincy-sous-Senart",298894.16404199
"91519","Richarville",17827.29200852
"91521","Ris-Orangis",372710.58011098
"91525","Roinville",29260.13204982
"91526","Roinvilliers",10646.11030562
"91533","Saclas",17345.51002447
"91534","Saclay",420961.29525958
"91538","Saint-Aubin",271298.62970397
"91540","Saint-Cheron",52047.32287483
"91544","Saint-Cyr-la-Riviere",15976.42404548
"91546","Saint-Cyr-sous-Dourdan",34015.53156359
"91547","Saint-Escobille",9711.35540429
"91549","Sainte-Genevieve-des-Bois",347709.66567901
"91552","Saint-Germain-les-Arpajon",190393.82238675
"91553","Saint-Germain-les-Corbeil",271565.88269578
"91556","Saint-Hilaire",24921.18703567
"91560","Saint-Jean-de-Beauregard",197700.8099078
"91568","Saint-Maurice-Montcouronne",64197.49415786
"91570","Saint-Michel-sur-Orge",309589.65206679
"91573","Saint-Pierre-du-Perray",219640.49511877
"91577","Saintry-sur-Seine",212865.94581736
"91578","Saint-Sulpice-de-Favieres",63112.63519037
"91579","Saint-Vrain",110200.42098728
"91581","Saint-Yon",86239.81574992
"91587","Saulx-les-Chartreux",423730.66955215
"91589","Savigny-sur-Orge",522380.27420908
"91593","Sermaise",37488.87653416
"91599","Soisy-sur-Ecole",55735.85951993
"91600","Soisy-sur-Seine",374691.4212179
"91602","Souzy-la-Briche",51332.50530463
"91613","Congerville-Thionville",11122.12212436
"91617","Tigery",271922.95898246
"91619","Torfou",77227.91498477
"91629","Valpuiseaux",16971.87188584
"91630","Le Val-Saint-Germain",44816.79655826
"91631","Varennes-Jarcy",256729.12297665
"91634","Vaugrigneuse",69444.68690696
"91635","Vauhallan",496799.05582561
"91639","Vayres-sur-Essonne",25936.36333353
"91645","Verrieres-le-Buisson",864424.91476897
"91648","Vert-le-Grand",221275.57382237
"91649","Vert-le-Petit",149120.65238161
"91654","Videlles",42349.59267902
"91657","Vigneux-sur-Seine",597611.69166361
"91659","Villabe",216084.88624323
"91661","Villebon-sur-Yvette",404520.43607694
"91662","Villeconin",38750.75868821
"91665","La Ville-du-Bois",337272.87835132
"91666","Villejust",314141.53575733
"91667","Villemoisson-sur-Orge",411475.41790936
"91671","Villeneuve-sur-Auvers",39581.6097506
"91679","Villiers-le-Bacle",286582.95010462
"91685","Villiers-sur-Orge",373298.26022767
"91687","Viry-Chatillon",460005.27900423
"91689","Wissous",862790.20536138
"91691","Yerres",519362.96766911
"91692","Les Ulis",250338.44030392
"92002","Antony",1043923.44119848
"92004","Asnieres-sur-Seine",1867564.67505625
"92007","Bagneux",1755035.63218856
"92009","Bois-Colombes",1753392.06400047
"92012","Boulogne-Billancourt",1690665.2724125
"92014","Bourg-la-Reine",1511599.24510539
"92019","Chatenay-Malabry",1121172.45244161
"92020","Chatillon",1721306.31163949
"92022","Chaville",1063976.16921342
"92023","Clamart",1426693.55028212
"92024","Clichy",2064486.4089801
"92025","Colombes",1541853.92497473
"92026","Courbevoie",1820229.72644266
"92032","Fontenay-aux-Roses",1534110.33427708
"92033","Garches",1233481.89451651
"92035","La Garenne-Colombes",1671251.58089612
"92036","Gennevilliers",1648394.1301749
"92040","Issy-les-Moulineaux",1795431.25597826
"92044","Levallois-Perret",2050920.52885867
"92046","Malakoff",1932123.07145899
"92047","Marnes-la-Coquette",990006.64620297
"92048","Meudon",1304083.17557025
"92049","Montrouge",1995559.89720845
"92050","Nanterre",1409373.86509479
"92051","Neuilly-sur-Seine",1977950.31183641
"92060","Le Plessis-Robinson",1264199.40421016
"92062","Puteaux",1753658.28459832
"92063","Rueil-Malmaison",1188017.2300251
"92064","Saint-Cloud",1437503.80387495
"92071","Sceaux",1389882.58470695
"92072","Sevres",1323985.68847182
"92073","Suresnes",1604230.94487505
"92075","Vanves",1928789.31149065
"92076","Vaucresson",980221.81628937
"92077","Ville-d'Avray",1038245.67380527
"92078","Villeneuve-la-Garenne",1694387.28646171
"93001","Aubervilliers",1951295.81267943
"93005","Aulnay-sous-Bois",898986.66063027
"93006","Bagnolet",2045012.87492147
"93007","Le Blanc-Mesnil",1172934.32459361
"93008","Bobigny",1693855.23624222
"93010","Bondy",1377673.19286243
"93013","Le Bourget",1420656.46039967
"93014","Clichy-sous-Bois",844444.21884763
"93015","Coubron",613931.35152673
"93027","La Courneuve",1623809.85987359
"93029","Drancy",1477369.75972045
"93030","Dugny",1244146.57911048
"93031","Epinay-sur-Seine",1388650.78437065
"93032","Gagny",961839.37803735
"93033","Gournay-sur-Marne",769300.44088561
"93039","L'Ile-Saint-Denis",1642993.55812734
"93045","Les Lilas",2020889.67980094
"93046","Livry-Gargan",848099.10121768
"93047","Montfermeil",748579.57892264
"93048","Montreuil",1860659.36646037
"93049","Neuilly-Plaisance",1295619.27589382
"93050","Neuilly-sur-Marne",1035153.26449142
"93051","Noisy-le-Grand",819157.60969155
"93053","Noisy-le-Sec",1666361.64072881
"93055","Pantin",1976548.99050871
"93057","Les Pavillons-sous-Bois",1171058.9356519
"93059","Pierrefitte-sur-Seine",1282998.86321951
"93061","Le Pre-Saint-Gervais",2092385.03353596
"93062","Le Raincy",1106363.54672402
"93063","Romainville",1875921.0393164
"93064","Rosny-sous-Bois",1501240.76802768
"93066","Saint-Denis",1789427.06243824
"93070","Saint-Ouen",2058205.04276664
"93071","Sevran",736063.48836741
"93072","Stains",1299100.77098894
"93073","Tremblay-en-France",386804.85000417
"93074","Vaujours",522925.43268978
"93077","Villemomble",1257826.8120442
"93078","Villepinte",565226.58570551
"93079","Villetaneuse",1364956.35969687
"94001","Ablon-sur-Seine",758032.3717457
"94002","Alfortville",1614164.42346156
"94003","Arcueil",1923609.26698094
"94004","Boissy-Saint-Leger",589168.397469
"94011","Bonneuil-sur-Marne",965383.50427632
"94015","Bry-sur-Marne",1148033.59618291
"94016","Cachan",1722279.05562393
"94017","Champigny-sur-Marne",1105457.51198337
"94018","Charenton-le-Pont",1976657.70104218
"94019","Chennevieres-sur-Marne",818368.93421994
"94021","Chevilly-Larue",1375811.16019299
"94022","Choisy-le-Roi",1217132.70775257
"94028","Creteil",1271474.0367929
"94033","Fontenay-sous-Bois",1627955.23271433
"94034","Fresnes",1203858.51024097
"94037","Gentilly",2027917.01415379
"94038","L'Hay-les-Roses",1505092.18008057
"94041","Ivry-sur-Seine",1963309.06150875
"94042","Joinville-le-Pont",1505612.81324734
"94043","Le Kremlin-Bicetre",1981822.08847777
"94044","Limeil-Brevannes",716593.2570248
"94046","Maisons-Alfort",1630415.82972735
"94047","Mandres-les-Roses",340653.89245093
"94048","Marolles-en-Brie",447111.56430745
"94052","Nogent-sur-Marne",1512463.88780777
"94053","Noiseau",615661.84725845
"94054","Orly",1010091.23355927
"94055","Ormesson-sur-Marne",761307.79719717
"94056","Perigny",288045.8048122
"94058","Le Perreux-sur-Marne",1330113.22286488
"94059","Le Plessis-Trevise",653397.91135918
"94060","La Queue-en-Brie",505825.17318685
"94065","Rungis",1128836.79374135
"94067","Saint-Mande",2037421.24309103
"94068","Saint-Maur-des-Fosses",1156597.83880643
"94069","Saint-Maurice",1753161.94009838
"94070","Santeny",367919.75617251
"94071","Sucy-en-Brie",670599.50447414
"94073","Thiais",1260766.99636197
"94074","Valenton",902194.82105518
"94075","Villecresnes",435890.47964566
"94076","Villejuif",1761086.68715772
"94077","Villeneuve-le-Roi",858559.43673928
"94078","Villeneuve-Saint-Georges",839236.42202868
"94079","Villiers-sur-Marne",927760.38628993
"94080","Vincennes",1923167.7408902
"94081","Vitry-sur-Seine",1629705.08090567
"95002","Ableiges",103456.25807217
"95008","Aincourt",43955.46287739
"95011","Ambleville",9352.645091
"95012","Amenucourt",17693.16856537
"95014","Andilly",642245.19530127
"95018","Argenteuil",1188114.90253585
"95019","Arnouville",777315.5087872
"95023","Arronville",28683.74052412
"95024","Arthies",30123.04011909
"95026","Asnieres-sur-Oise",50915.91582167
"95028","Attainville",243742.2969135
"95039","Auvers-sur-Oise",189110.50265864
"95040","Avernes",45178.91572095
"95042","Baillet-en-France",271911.07753185
"95046","Banthelu",17554.11859624
"95051","Beauchamp",471934.89116697
"95052","Beaumont-sur-Oise",60899.89655336
"95054","Le Bellay-en-Vexin",15653.73680648
"95055","Bellefontaine",87877.83454253
"95056","Belloy-en-France",128210.00642692
"95058","Bernes-sur-Oise",41083.27397222
"95059","Berville",14153.96409356
"95060","Bessancourt",358457.03816876
"95061","Bethemont-la-Foret",295590.67942289
"95063","Bezons",1251911.02446447
"95074","Boisemont",213104.69291955
"95078","Boissy-l'Aillerie",139369.68803516
"95088","Bonneuil-en-France",984270.66977258
"95091","Bouffemont",367372.06503892
"95094","Bouqueval",392846.253792
"95101","Bray-et-Lu",9700.07872479
"95102","Breancon",39300.27130878
"95110","Brignancourt",29689.61158266
"95116","Bruyeres-sur-Oise",41873.44356674
"95119","Buhy",5481.65967173
"95120","Butry-sur-Oise",181992.69708247
"95127","Cergy",224515.51357753
"95134","Champagne-sur-Oise",62879.87609601
"95139","La Chapelle-en-Vexin",6775.26558161
"95141","Charmont",13826.89980715
"95142","Chars",18104.30351711
"95144","Chatenay-en-France",154721.15375267
"95149","Chaumontel",51510.87178551
"95150","Chaussy",19615.84598144
"95151","Chauvry",303288.53800492
"95154","Chennevieres-les-Louvres",154491.94541279
"95157","Cherence",29053.57755353
"95166","Clery-en-Vexin",17892.87938033
"95169","Commeny",25343.68780458
"95170","Condecourt",133185.76215896
"95176","Cormeilles-en-Parisis",822801.29150419
"95177","Cormeilles-en-Vexin",84652.19505971
"95181","Courcelles-sur-Viosne",135308.2758407
"95183","Courdimanche",183376.45678372
"95197","Deuil-la-Barre",1142518.67020523
"95199","Domont",445298.36150023
"95203","Eaubonne",818490.3882604
"95205","Ecouen",425060.44603947
"95210","Enghien-les-Bains",1141626.02048124
"95211","Ennery",181386.76545136
"95212","Epiais-les-Louvres",187175.5721186
"95213","Epiais-Rhus",84618.31119667
"95214","Epinay-Champlatreux",119778.23151613
"95218","Eragny",320546.36881678
"95219","Ermont",810739.90255134
"95229","Ezanville",356908.72604084
"95241","Fontenay-en-Parisis",221015.78965456
"95250","Fosses",66205.66774874
"95252","Franconville",729587.95071662
"95253","Fremainville",63882.0975493
"95254","Fremecourt",60645.89041997
"95256","Frepillon",303140.82896436
"95257","La Frette-sur-Seine",693931.90929057
"95258","Frouville",46528.65010512
"95259","Gadancourt",35084.22212232
"95268","Garges-les-Gonesse",1028948.79658519
"95270","Genainville",19134.85488078
"95271","Genicourt",131127.22193913
"95277","Gonesse",645369.70698
"95280","Goussainville",325212.04286194
"95282","Gouzangrez",38632.83155085
"95287","Grisy-les-Platres",64608.00707098
"95288","Groslay",925560.47337143
"95295","Guiry-en-Vexin",24904.30800229
"95298","Haravilliers",20458.01021775
"95301","Haute-Isle",31853.02516739
"95303","Le Heaulme",21580.4484817
"95304","Hedouville",47079.02330564
"95306","Herblay",471575.6153561
"95308","Herouville",128001.250814
"95309","Hodent",12292.14880669
"95313","L'Isle-Adam",119578.84917545
"95316","Jagny-sous-Bois",122170.20040687
"95323","Jouy-le-Moutier",253969.47305755
"95328","Labbeville",76229.7144551
"95331","Lassy",96762.96706947
"95341","Livilliers",131204.05779113
"95348","Longuesse",101112.54273044
"95351","Louvres",195663.22233418
"95352","Luzarches",65218.46487362
"95353","Maffliers",170887.80216726
"95355","Magny-en-Vexin",10812.5888219
"95365","Mareil-en-France",168886.78023369
"95369","Margency",710034.35352941
"95370","Marines",32306.52729679
"95371","Marly-la-Ville",89967.72584832
"95379","Maudetour-en-Vexin",22364.34612659
"95387","Menouville",48081.7284105
"95388","Menucourt",176618.45394692
"95392","Meriel",202861.97834332
"95394","Mery-sur-Oise",272905.01987984
"95395","Le Mesnil-Aubry",250711.93377682
"95409","Moisselles",327749.38172605
"95422","Montgeroult",114415.44747037
"95424","Montigny-les-Cormeilles",609483.81971695
"95426","Montlignon",580031.03150686
"95427","Montmagny",1159164.56306436
"95428","Montmorency",842471.94832128
"95429","Montreuil-sur-Epte",6674.35444208
"95430","Montsoult",215846.81623751
"95436","Mours",75624.53750562
"95438","Moussy",25042.20826837
"95445","Nerville-la-Foret",157027.05548184
"95446","Nesles-la-Vallee",88987.02829194
"95447","Neuilly-en-Vexin",16039.52198251
"95450","Neuville-sur-Oise",280592.19312917
"95452","Nointel",74676.87790005
"95456","Noisy-sur-Oise",63726.41782032
"95459","Nucourt",12231.32732835
"95462","Omerville",11479.25162999
"95476","Osny",182147.63175952
"95480","Parmain",92607.48952373
"95483","Le Perchay",43149.85911783
"95487","Persan",53971.22332068
"95488","Pierrelaye",405484.45946278
"95489","Piscop",549391.60138966
"95491","Le Plessis-Bouchard",619849.81686474
"95492","Le Plessis-Gassot",322846.86897668
"95493","Le Plessis-Luzarches",88510.22553124
"95500","Pontoise",235968.84134401
"95504","Presles",103455.04485017
"95509","Puiseux-en-France",132135.22300878
"95510","Puiseux-Pontoise",161609.17587187
"95523","La Roche-Guyon",25773.49002386
"95527","Roissy-en-France",340251.10857602
"95529","Ronquerolles",40723.96424792
"95535","Sagy",143816.70675156
"95539","Saint-Brice-sous-Foret",701534.47514321
"95541","Saint-Clair-sur-Epte",4115.73491914
"95543","Saint-Cyr-en-Arthies",52493.81304569
"95554","Saint-Gervais",8922.4737385
"95555","Saint-Gratien",1121752.39117746
"95563","Saint-Leu-la-Foret",499793.59313398
"95566","Saint-Martin-du-Tertre",111483.28356628
"95572","Saint-Ouen-l'Aumone",280999.79112929
"95574","Saint-Prix",512151.45046369
"95580","Saint-Witz",66693.9533887
"95582","Sannois",992087.59154755
"95584","Santeuil",41773.75080197
"95585","Sarcelles",806084.42593673
"95592","Seraincourt",88218.61059621
"95594","Seugy",66702.3425517
"95598","Soisy-sous-Montmorency",878312.26199905
"95604","Survilliers",48216.73114487
"95607","Taverny",433252.91693056
"95610","Themericourt",57973.5535888
"95611","Theuville",39423.61058528
"95612","Le Thillay",453870.82899783
"95625","Us",68508.28327943
"95627","Vallangoujard",73530.25512099
"95628","Valmondois",146120.92657458
"95633","Vaudherland",439653.05850458
"95637","Vaureal",219394.48379511
"95641","Vemars",93585.09000349
"95651","Vetheuil",48365.97272355
"95652","Viarmes",69957.60997242
"95656","Vienne-en-Arthies",46739.51639716
"95658","Vigny",82491.59719863
"95660","Villaines-sous-Bois",183870.79854662
"95675","Villeron",117203.08600603
"95676","Villers-en-Arthies",34507.02787413
"95678","Villiers-Adam",227215.30575834
"95680","Villiers-le-Bel",553187.23950818
"95682","Villiers-le-Sec",172819.83903441
"95690","Wy-dit-Joli-Village",31479.53448348
